ROC-AUC,Accuracy,BA,G-mean,Specificity,Sensitivity,MCC,cm
0.9448125533786281,0.8503046127067014,0.8628854414970235,0.8627608045934367,0.8482198625858838,0.8775510204081632,0.46332311915449886,"[[2716  486]
 [  30  215]]"
0.9432612270392229,0.8859878154917319,0.8613608841412892,0.860882357602966,0.8900687070580887,0.8326530612244898,0.5048977091025233,"[[2850  352]
 [  41  204]]"
0.943683157210417,0.8537859007832899,0.8666439342757715,0.8665143086678709,0.8516552154903185,0.8816326530612245,0.4706408023809581,"[[2727  475]
 [  29  216]]"
0.9471809710767506,0.8352190310414853,0.8641888360590957,0.8635287534246784,0.8304184884447221,0.8979591836734694,0.45081338862335424,"[[2659  543]
 [  25  220]]"
0.9337273835000666,0.8845037724898432,0.8337348071389807,0.8316343185651248,0.8928794503435353,0.7745901639344263,0.47384520135370417,"[[2859  343]
 [  55  189]]"
0.9377646623921274,0.8395706411372208,0.8533384746778161,0.8531875368073109,0.8372891942535915,0.8693877551020408,0.4435491023951645,"[[2681  521]
 [  32  213]]"
0.9465455263929432,0.8456628952712504,0.8716949865517725,0.8711666202253023,0.8413491567770144,0.9020408163265307,0.4677587439289862,"[[2694  508]
 [  24  221]]"
0.9475238690104398,0.8575572961995939,0.8705585794592665,0.8704266452941612,0.8554028732042473,0.8857142857142857,0.4785436288335753,"[[2739  463]
 [  28  217]]"
0.9455008986730232,0.848854076008123,0.8696433351604227,0.8693056040142585,0.8454091193004373,0.8938775510204081,0.4687460919993926,"[[2707  495]
 [  26  219]]"
0.9343673523719807,0.8842135809634358,0.8373647105804773,0.8355841785884144,0.8919425359150531,0.7827868852459017,0.4771733947742064,"[[2856  346]
 [  53  191]]"
0.9392790220397966,0.8888888888888888,0.8534990885798417,0.8525014873669458,0.8947532792004997,0.8122448979591836,0.5013124639725468,"[[2865  337]
 [  46  199]]"
0.9436442784484187,0.8511749347258486,0.861469234789481,0.8613856504595231,0.84946908182386,0.8734693877551021,0.4627486136900681,"[[2720  482]
 [  31  214]]"
0.9465283177605832,0.8856977081520162,0.8687433874236765,0.8685185464780597,0.8885071830106184,0.8489795918367347,0.5118901001427268,"[[2845  357]
 [  37  208]]"
0.9357098242170071,0.8433420365535248,0.853483792017744,0.8534019075090953,0.8416614615865085,0.8653061224489796,0.44710196514002515,"[[2695  507]
 [  33  212]]"
0.9499089964264138,0.8920487521764364,0.87565532812484,0.8754470411956013,0.8947532792004997,0.8565573770491803,0.5277518998290259,"[[2865  337]
 [  35  209]]"
0.9401674973549695,0.8323179576443284,0.8494346645591404,0.8492002846987783,0.8294815740162399,0.8693877551020408,0.4333653330455511,"[[2656  546]
 [  32  213]]"
0.9458998840010708,0.8909196402668987,0.8696694667873396,0.8693166016321194,0.8944409743910057,0.8448979591836735,0.5207032969575817,"[[2864  338]
 [  38  207]]"
0.9383867225840992,0.8508848273861329,0.8594284184629504,0.8593707105059128,0.84946908182386,0.8693877551020408,0.46038323098989664,"[[2720  482]
 [  32  213]]"
0.9504557100791596,0.8909196402668987,0.8696694667873396,0.8693166016321194,0.8944409743910057,0.8448979591836735,0.5207032969575817,"[[2864  338]
 [  38  207]]"
0.9363320568087568,0.8900174114915844,0.8556319820603926,0.8546937629411613,0.8956901936289818,0.8155737704918032,0.504548054665719,"[[2868  334]
 [  45  199]]"
0.9380049458884117,0.8558166521612997,0.8564290175782993,0.8564287200831175,0.8557151780137414,0.8571428571428571,0.4623603937852146,"[[2740  462]
 [  35  210]]"
0.9415543856518247,0.8462431099506817,0.8644686356741322,0.8642075239308362,0.8432229856339788,0.8857142857142857,0.46099608220121296,"[[2700  502]
 [  28  217]]"
0.9398131269997068,0.8877284595300261,0.8491051511172865,0.8479106323422364,0.8941286695815116,0.8040816326530612,0.49508122975708047,"[[2863  339]
 [  48  197]]"
0.9448737396270188,0.8851174934725848,0.8665464186923989,0.8662759606208181,0.8881948782011243,0.8448979591836735,0.5088402649938947,"[[2844  358]
 [  38  207]]"
0.9440219227736764,0.8842135809634358,0.8638671015041828,0.863541851291362,0.8875702685821362,0.8401639344262295,0.5041763976028436,"[[2842  360]
 [  39  205]]"
0.9407729862713355,0.8416013925152306,0.8600855332763961,0.8598155884725055,0.8385384134915678,0.8816326530612245,0.45224363817999313,"[[2685  517]
 [  29  216]]"
0.9481637751915257,0.8920800696257616,0.8665247485627605,0.8660125244553958,0.89631480324797,0.8367346938775511,0.5193897429204329,"[[2870  332]
 [  40  205]]"
0.9314153144080868,0.8827966347548593,0.8426812323930197,0.8413827273483218,0.8894440974391006,0.7959183673469388,0.481258772420785,"[[2848  354]
 [  50  195]]"
0.946185419826894,0.8929503916449086,0.8726471975423523,0.8723261865946045,0.89631480324797,0.8489795918367347,0.5268684166049373,"[[2870  332]
 [  37  208]]"
0.9436238621353458,0.8888566453859548,0.8625794841338917,0.8620361102133377,0.8931917551530294,0.8319672131147541,0.5097610912476872,"[[2860  342]
 [  41  203]]"
0.94020828818723,0.8352190310414853,0.8509961886066106,0.8507974278903422,0.8326046221111805,0.8693877551020408,0.43738533814363134,"[[2666  536]
 [  32  213]]"
0.9469910387640378,0.89353060632434,0.8635361827429285,0.8628280274028858,0.8985009369144284,0.8285714285714286,0.5187251865378234,"[[2877  325]
 [  42  203]]"
0.9475914288263713,0.8404409631563678,0.8613455875791916,0.8610008059191021,0.8369768894440974,0.8857142857142857,0.45248054233075846,"[[2680  522]
 [  28  217]]"
0.9420731940496374,0.8874383521903104,0.8564876543996737,0.8557273937759267,0.8925671455340413,0.8204081632653061,0.5021358636507826,"[[2858  344]
 [  44  201]]"
0.9371780956574273,0.8543238537434706,0.862927627200213,0.8628694138733048,0.8529044347282948,0.8729508196721312,0.46678373419845737,"[[2731  471]
 [  31  213]]"
0.9361942153501001,0.8885987815491732,0.8495736083315275,0.8483547584132015,0.8950655840099938,0.8040816326530612,0.4968827968402221,"[[2866  336]
 [  48  197]]"
0.94724980560619,0.8459530026109661,0.860543155425818,0.8603750663977693,0.8435352904434729,0.8775510204081632,0.4567342664277752,"[[2701  501]
 [  30  215]]"
