ROC-AUC,Accuracy,BA,Specificity,Sensitivity,MCC,CM
0.9574779267115351,0.8790603248259861,0.879271383753206,0.8790246952172553,0.8795180722891566,0.5158679141391816,"[[2812  387]
 [  30  219]]"
0.9543834262723229,0.873513199883957,0.8909374401274592,0.8705845576742732,0.9112903225806451,0.5195878986428846,"[[2785  414]
 [  22  226]]"
0.9613135153122447,0.8804757760371338,0.9077074236908711,0.8758987183494842,0.9395161290322581,0.5451899948718836,"[[2802  397]
 [  15  233]]"
0.957324113382206,0.8825065274151436,0.882763892950418,0.8824632697718037,0.8830645161290323,0.5234324892708282,"[[2823  376]
 [  29  219]]"
0.9507573759704233,0.8749637365825356,0.8807669703203056,0.8739837398373984,0.8875502008032129,0.5120123463577945,"[[2795  403]
 [  28  221]]"
0.9525554547040931,0.8752900232018561,0.8790912320742803,0.8746483276023758,0.8835341365461847,0.5107070167028611,"[[2798  401]
 [  29  220]]"
0.9533889118575362,0.8793153466782709,0.8810446056731438,0.8790246952172553,0.8830645161290323,0.5173290245398401,"[[2812  387]
 [  29  219]]"
0.9584232471840998,0.8836669567740064,0.8982677298349282,0.8812128790246953,0.9153225806451613,0.5403616997412893,"[[2819  380]
 [  21  227]]"
0.9574993193437464,0.8819263127357122,0.8880307858302494,0.8809002813379181,0.8951612903225806,0.5278441191267388,"[[2818  381]
 [  26  222]]"
0.9616364143252183,0.8685813751087903,0.8976958490622904,0.8636647904940588,0.9317269076305221,0.520939696123269,"[[2762  436]
 [  17  232]]"
0.9653029121801366,0.8802204176334106,0.8928587121226388,0.8780869021569241,0.9076305220883534,0.5309286938473206,"[[2809  390]
 [  23  226]]"
0.9544477104740393,0.8653901943719177,0.873542261190493,0.8640200062519537,0.8830645161290323,0.4923550055010251,"[[2764  435]
 [  29  219]]"
0.950967540259557,0.8793153466782709,0.8847642660508828,0.8783994998437011,0.8911290322580645,0.521030446390509,"[[2810  389]
 [  27  221]]"
0.956190946767639,0.8865680301711634,0.8905315673244663,0.885901844326352,0.8951612903225806,0.5369292127715336,"[[2834  365]
 [  26  222]]"
0.9506895625026687,0.8703220191470844,0.8745620380207508,0.8696060037523452,0.8795180722891566,0.499958179137963,"[[2781  417]
 [  30  219]]"
0.9580767584247588,0.8752900232018561,0.8790912320742803,0.8746483276023758,0.8835341365461847,0.5107070167028611,"[[2798  401]
 [  29  220]]"
0.9581509846827134,0.8743835219031042,0.8988456574131028,0.8702719599874961,0.9274193548387096,0.5285108422828091,"[[2784  415]
 [  18  230]]"
0.9552292046909822,0.8810559907165652,0.8912815496778227,0.8793372929040325,0.9032258064516129,0.5298558584596978,"[[2813  386]
 [  24  224]]"
0.9584988756567072,0.8798955613577023,0.8850768637376599,0.8790246952172553,0.8911290322580645,0.5221266927389332,"[[2812  387]
 [  27  221]]"
0.9531861027600081,0.876414273281114,0.8834003933181129,0.875234521575985,0.891566265060241,0.5165228922110527,"[[2799  399]
 [  27  222]]"
0.9561509558082282,0.8767401392111369,0.8854279261465996,0.87527352297593,0.8955823293172691,0.5189179531708011,"[[2800  399]
 [  26  223]]"
0.958984158355938,0.8781549173194082,0.8897185612439371,0.8762113160362613,0.9032258064516129,0.5243910824666135,"[[2803  396]
 [  24  224]]"
0.9487768355030302,0.8775747026399768,0.8801068126128124,0.8771491090965927,0.8830645161290323,0.5140630243094303,"[[2806  393]
 [  29  219]]"
0.9587812219544414,0.8758340586016826,0.8959074912523066,0.872460143794936,0.9193548387096774,0.5274699160341725,"[[2791  408]
 [  20  228]]"
0.9606631654824427,0.8772845953002611,0.8875728052924644,0.8755472170106317,0.8995983935742972,0.5218164632572666,"[[2800  398]
 [  25  224]]"
0.9622585371181506,0.8755800464037123,0.8959131304837983,0.8721475461081588,0.9196787148594378,0.5278046296635573,"[[2790  409]
 [  20  229]]"
0.9626723068700905,0.8775747026399768,0.8912657937460295,0.87527352297593,0.907258064516129,0.5251545150903087,"[[2800  399]
 [  23  225]]"
0.9435811594349041,0.8775747026399768,0.8726674918573345,0.8783994998437011,0.8669354838709677,0.5066144436694873,"[[2810  389]
 [  33  215]]"
0.9482171848057357,0.8717725558456629,0.8658218546118243,0.872772741481713,0.8588709677419355,0.4922365455664398,"[[2792  407]
 [  35  213]]"
0.9615824147120063,0.8758340586016826,0.8979011731729922,0.8721075672295184,0.9236947791164659,0.5301455712493086,"[[2789  409]
 [  19  230]]"
0.9596347252090576,0.880800464037123,0.8894678432391648,0.8793372929040325,0.8995983935742972,0.5283689423533423,"[[2813  386]
 [  25  224]]"
0.9528822010910669,0.8746736292428199,0.8859831449344049,0.872772741481713,0.8991935483870968,0.516140096009082,"[[2792  407]
 [  25  223]]"
0.9458046365295607,0.8749637365825356,0.8656813117002289,0.8765239137230384,0.8548387096774194,0.4961490985871743,"[[2804  395]
 [  36  212]]"
0.9635382528814447,0.8830867420945749,0.9035346227147596,0.8796498905908097,0.9274193548387096,0.5447027605089658,"[[2814  385]
 [  18  230]]"
