ROC-AUC,Accuracy,BA,Sensitivity,Specificity,MCC,CM
0.9596890681228031,0.916597853014038,0.8835090883283654,0.8273092369477911,0.9397089397089398,0.7507855623690586,"[[206  43]
 [ 58 904]]"
0.9690362280723726,0.9289843104872006,0.8913053461246232,0.8273092369477911,0.9553014553014553,0.7826106922492465,"[[206  43]
 [ 43 919]]"
0.9670084166051908,0.9264462809917355,0.8834124136543491,0.8104838709677419,0.9563409563409564,0.7726684300866988,"[[201  47]
 [ 42 920]]"
0.96743595332305,0.9289256198347108,0.8924535577761384,0.8306451612903226,0.9542619542619543,0.782575093463665,"[[206  42]
 [ 44 918]]"
0.9586001944872913,0.9140495867768595,0.877112534370599,0.8145161290322581,0.9397089397089398,0.7412519742633789,"[[202  46]
 [ 58 904]]"
0.962845143568035,0.9199009083402147,0.8855880904073675,0.8273092369477911,0.9438669438669439,0.7590386388920926,"[[206  43]
 [ 54 908]]"
0.9691280715377101,0.9223781998348473,0.8826824971403284,0.8152610441767069,0.9501039501039501,0.7631032921899696,"[[203  46]
 [ 48 914]]"
0.9700933874320972,0.9363636363636364,0.9001240694789082,0.8387096774193549,0.9615384615384616,0.8038802342800823,"[[208  40]
 [ 37 925]]"
0.9502674200254846,0.915702479338843,0.8691737643350547,0.7903225806451613,0.9480249480249481,0.7405734384725439,"[[196  52]
 [ 50 912]]"
0.966459325330293,0.9206611570247933,0.8887524310911408,0.8346774193548387,0.9428274428274428,0.7620117633630232,"[[207  41]
 [ 55 907]]"
0.9689527340129751,0.9232039636663915,0.8861788108776061,0.8232931726907631,0.9490644490644491,0.7667129858168491,"[[205  44]
 [ 49 913]]"
0.9637969758451687,0.9207266721717589,0.8890844041446451,0.8353413654618473,0.9428274428274428,0.7627443256415342,"[[208  41]
 [ 55 907]]"
0.9619156998189257,0.9173553719008265,0.8717096438870633,0.7943548387096774,0.9490644490644491,0.7456604875015176,"[[197  51]
 [ 49 913]]"
0.9616516330226008,0.9198347107438016,0.8807507880088525,0.8145161290322581,0.946985446985447,0.7559062800302674,"[[202  46]
 [ 51 911]]"
0.9515039232781168,0.9173553719008265,0.8717096438870633,0.7943548387096774,0.9490644490644491,0.7456604875015176,"[[197  51]
 [ 49 913]]"
0.9638470722808072,0.9248554913294798,0.8901948751346342,0.8313253012048193,0.9490644490644491,0.7724619530182615,"[[207  42]
 [ 49 913]]"
0.9655211281717306,0.9281585466556564,0.8967387220399269,0.8433734939759037,0.9501039501039501,0.7831870395281282,"[[210  39]
 [ 48 914]]"
0.9651180336664207,0.9165289256198347,0.8786717859298505,0.8145161290322581,0.9428274428274428,0.7474692104649954,"[[202  46]
 [ 55 907]]"
0.9641665548923614,0.9247933884297521,0.8763873985648178,0.7943548387096774,0.9584199584199584,0.7656809706825392,"[[197  51]
 [ 40 922]]"
0.9613959492991753,0.9305785123966942,0.8875075447656093,0.8145161290322581,0.9604989604989606,0.784570630419279,"[[202  46]
 [ 38 924]]"
0.9528091576284348,0.9240297274979355,0.8881868430061202,0.8273092369477911,0.9490644490644491,0.7695892283855407,"[[206  43]
 [ 49 913]]"
0.9651579290133507,0.921552436003303,0.8881158730556321,0.8313253012048193,0.9449064449064449,0.7640146346463358,"[[207  42]
 [ 53 909]]"
0.9621671920059017,0.9231404958677686,0.8768442760378243,0.7983870967741935,0.9553014553014553,0.7617893298828811,"[[198  50]
 [ 43 919]]"
0.9711203138622493,0.9314049586776859,0.8999983233854202,0.8467741935483871,0.9532224532224532,0.7918260166367751,"[[210  38]
 [ 45 917]]"
0.9613624170075783,0.9272727272727272,0.8914140567366374,0.8306451612903226,0.9521829521829522,0.7782099252208083,"[[206  42]
 [ 46 916]]"
0.9642895907956148,0.9248554913294798,0.8872183119171071,0.8232931726907631,0.9511434511434511,0.7710162272712014,"[[205  44]
 [ 47 915]]"
0.9653249171321461,0.9223781998348473,0.8767293707052743,0.7991967871485943,0.9542619542619543,0.7603365535668444,"[[199  50]
 [ 44 918]]"
0.9746495875528134,0.9363636363636364,0.8986276909664006,0.8346774193548387,0.9625779625779626,0.803330881315091,"[[207  41]
 [ 36 926]]"
0.946134565086178,0.9066115702479339,0.8544782375427536,0.7661290322580645,0.9428274428274428,0.7121742238955223,"[[190  58]
 [ 55 907]]"
0.9643384078867949,0.9206611570247933,0.8902488096036483,0.8387096774193549,0.9417879417879418,0.7628469732955538,"[[208  40]
 [ 56 906]]"
0.9581569521328557,0.9289843104872006,0.8883287829070962,0.8192771084337349,0.9573804573804574,0.7813492173333895,"[[204  45]
 [ 41 921]]"
0.9655962728251885,0.9223781998348473,0.8826824971403284,0.8152610441767069,0.9501039501039501,0.7631032921899696,"[[203  46]
 [ 48 914]]"
0.9579840386291999,0.9132231404958677,0.8736000268258333,0.8064516129032258,0.9407484407484408,0.7374579449997339,"[[200  48]
 [ 57 905]]"
0.9721681979746495,0.9239669421487603,0.8863422976326203,0.8225806451612904,0.9501039501039501,0.7681262473223142,"[[204  44]
 [ 48 914]]"
0.9589564750855073,0.9198347107438016,0.8747652739588223,0.7983870967741935,0.9511434511434511,0.7529324507331044,"[[198  50]
 [ 47 915]]"
0.9682973056467032,0.930635838150289,0.8982979735991785,0.8433734939759037,0.9532224532224532,0.7896347743163555,"[[210  39]
 [ 45 917]]"
0.9738246123788292,0.9232039636663915,0.8891553740951331,0.8313253012048193,0.946985446985447,0.7682170366101951,"[[207  42]
 [ 51 911]]"
0.951860203876333,0.915702479338843,0.8512172221849641,0.7419354838709677,0.9604989604989606,0.7325954487302047,"[[184  64]
 [ 38 924]]"
0.96334082221179,0.9140495867768595,0.8741197773455838,0.8064516129032258,0.9417879417879418,0.7395369354606072,"[[200  48]
 [ 56 906]]"
0.9536709476225607,0.9074380165289256,0.8564943665750118,0.7701612903225806,0.9428274428274428,0.7151381933276753,"[[191  57]
 [ 55 907]]"
0.9601441107465204,0.925681255161024,0.8847614992193306,0.8152610441767069,0.9542619542619543,0.7718302931149825,"[[203  46]
 [ 44 918]]"
0.953660797034291,0.9124690338563171,0.8541212667718692,0.7550200803212851,0.9532224532224532,0.7261424504367023,"[[188  61]
 [ 45 917]]"
0.9738951109918852,0.9338842975206612,0.913528603044732,0.8790322580645161,0.9480249480249481,0.804000054146542,"[[218  30]
 [ 50 912]]"
0.955096070015425,0.9057851239669421,0.8539584870230031,0.7661290322580645,0.9417879417879418,0.7100511442987015,"[[190  58]
 [ 56 906]]"
0.9753076587754007,0.9388429752066115,0.9121579706257126,0.8669354838709677,0.9573804573804574,0.8147284933312826,"[[215  33]
 [ 41 921]]"
0.9614716662909435,0.9190751445086706,0.8761386502350358,0.8032128514056225,0.9490644490644491,0.7522773004700716,"[[200  49]
 [ 49 913]]"
0.9634880478253973,0.9331131296449215,0.8879509722883216,0.8112449799196787,0.9646569646569647,0.7916546016559338,"[[202  47]
 [ 34 928]]"
0.9624689826302729,0.9314049586776859,0.8910200523103748,0.8225806451612904,0.9594594594594594,0.7879996557008949,"[[204  44]
 [ 39 923]]"
0.9553601368117497,0.9107438016528926,0.8690480182415666,0.7983870967741935,0.9397089397089398,0.7295113944111837,"[[198  50]
 [ 58 904]]"
0.9717867681577358,0.9330578512396694,0.9025342029374288,0.8508064516129032,0.9542619542619543,0.7968459761889626,"[[211  37]
 [ 44 918]]"
