ROC-AUC,Accuracy,BA,Sensitivity,Specificity,MCC,CM
0.9603259545438725,0.9258010118043845,0.8804079217569872,0.8032786885245902,0.9575371549893843,0.7703393953727331,"[[196  48]
 [ 40 902]]"
0.9624585221974018,0.9207419898819561,0.8760892667375133,0.8,0.9521785334750266,0.7567882198513386,"[[196  49]
 [ 45 896]]"
0.9600858834500856,0.9224283305227656,0.8741330325966731,0.7918367346938775,0.9564293304994687,0.7599932134564131,"[[194  51]
 [ 41 900]]"
0.9671430740202565,0.9232715008431703,0.8882495825110066,0.8285714285714286,0.9479277364505845,0.7685022413294662,"[[203  42]
 [ 49 892]]"
0.9681276974126528,0.9283305227655987,0.8944566136762888,0.8367346938775511,0.9521785334750266,0.783067433842042,"[[205  40]
 [ 45 896]]"
0.9691056698339773,0.9283305227655987,0.9002210156277192,0.8524590163934426,0.9479830148619958,0.7853727550094486,"[[208  36]
 [ 49 893]]"
0.9535578737339783,0.9139966273187183,0.8718384697130712,0.8,0.9436769394261424,0.7392523259142483,"[[196  49]
 [ 53 888]]"
0.9690949706131123,0.9317032040472175,0.9011104122839358,0.8489795918367347,0.953241232731137,0.7939590014937163,"[[208  37]
 [ 44 897]]"
0.9576785443188967,0.9165261382799326,0.8598473183109588,0.763265306122449,0.9564293304994687,0.7393940340602182,"[[187  58]
 [ 41 900]]"
0.9581513370491661,0.927487352445194,0.8848684638573814,0.8122448979591836,0.9574920297555791,0.7768662170070441,"[[199  46]
 [ 40 901]]"
0.9641502210156276,0.9165261382799326,0.8700140962723191,0.7909836065573771,0.9490445859872612,0.7434370557598764,"[[193  51]
 [ 48 894]]"
0.9648094732047974,0.9224283305227656,0.8816803660890499,0.8122448979591836,0.9511158342189161,0.7633607321780997,"[[199  46]
 [ 46 895]]"
0.9687176039384936,0.9317032040472175,0.8920536120930838,0.8244897959183674,0.9596174282678002,0.7901364921499429,"[[202  43]
 [ 38 903]]"
0.9567069335704526,0.9173693086003373,0.8800017350191937,0.8163265306122449,0.9436769394261424,0.7510906343638506,"[[200  45]
 [ 53 888]]"
0.9681623977965256,0.9342327150084317,0.8951571276757249,0.8285714285714286,0.9617428267800212,0.7976341314745066,"[[203  42]
 [ 36 905]]"
0.9755447078068985,0.93929173693086,0.9116764122376527,0.8647540983606558,0.9585987261146497,0.8160155138792903,"[[211  33]
 [ 39 903]]"
0.9586197922314516,0.9156829679595279,0.869882235572231,0.7918367346938775,0.9479277364505845,0.742014411419125,"[[194  51]
 [ 49 892]]"
0.9674380272831768,0.9300168634064081,0.8909909128369733,0.8244897959183674,0.9574920297555791,0.785562662358493,"[[202  43]
 [ 40 901]]"
0.9507514801882496,0.9224283305227656,0.8816803660890499,0.8122448979591836,0.9511158342189161,0.7633607321780997,"[[199  46]
 [ 46 895]]"
0.9636600229890043,0.918212478920742,0.86392895096402,0.7714285714285715,0.9564293304994687,0.7453008061732059,"[[189  56]
 [ 41 900]]"
0.961870453517107,0.9198988195615514,0.8721372385228499,0.7909836065573771,0.9532908704883227,0.7523955384274099,"[[193  51]
 [ 44 898]]"
