ROC-AUC,Accuracy,BA,Sensitivity,Specificity,MCC,CM
0.9520583107322742,0.9073083778966132,0.8730579232855482,0.8146551724137931,0.9314606741573034,0.7261344022578955,"[[189  43]
 [ 61 829]]"
0.9545524990313832,0.9099821746880571,0.8540294459511817,0.7586206896551724,0.949438202247191,0.7210242052672451,"[[176  56]
 [ 45 845]]"
0.9534267230896445,0.9090098126672613,0.8641641130405175,0.7878787878787878,0.9404494382022472,0.7237312782434516,"[[182  49]
 [ 53 837]]"
0.9404007977041685,0.9018733273862622,0.8516562089595798,0.7662337662337663,0.9370786516853933,0.7010755726546691,"[[177  54]
 [ 56 834]]"
0.9482855591326945,0.8974130240856378,0.8461269927465963,0.7586206896551724,0.9336332958380202,0.6889846489338013,"[[176  56]
 [ 59 830]]"
0.943747578457962,0.8975044563279857,0.8541311507167764,0.7801724137931034,0.9280898876404494,0.6943049846138414,"[[181  51]
 [ 64 826]]"
0.9373595505617978,0.8983957219251337,0.8355724525377761,0.728448275862069,0.9426966292134832,0.6846059734777269,"[[169  63]
 [ 51 839]]"
0.9505617977528089,0.9090098126672613,0.8609587042171312,0.7792207792207793,0.9426966292134832,0.7219174084342623,"[[180  51]
 [ 51 839]]"
0.9588063621771488,0.9152542372881356,0.8713021061335668,0.7965367965367965,0.946067415730337,0.7414186882362035,"[[184  47]
 [ 48 842]]"
0.9524359024087505,0.8991971454058876,0.8520300802916877,0.771551724137931,0.9325084364454443,0.6964202652618479,"[[179  53]
 [ 60 829]]"
0.9383184812088339,0.8939393939393939,0.829576714451763,0.7198275862068966,0.9393258426966292,0.6712232310894841,"[[167  65]
 [ 54 836]]"
0.9449535063928709,0.8948306595365418,0.8524457574583495,0.7801724137931034,0.9247191011235955,0.6879861918227073,"[[181  51]
 [ 67 823]]"
0.9438104966194854,0.8902765388046388,0.8507636558198356,0.7835497835497836,0.9179775280898876,0.6778274768987887,"[[181  50]
 [ 73 817]]"
0.9518994114499733,0.9090098126672613,0.859355999805438,0.7748917748917749,0.9438202247191011,0.7210339612547132,"[[179  52]
 [ 50 840]]"
0.9674421085295372,0.9241748438893844,0.8980402234203484,0.853448275862069,0.9426321709786277,0.7758788508924425,"[[198  34]
 [ 51 838]]"
