ROC-AUC,Accuracy,BA,Specificity,Sensitivity,MCC,CM
0.9607311756682686,0.8827966347548593,0.9011058139683106,0.8797626483447845,0.9224489795918367,0.5397702450712715,"[[2817  385]
 [  19  226]]"
0.9613787301304031,0.8854076008123005,0.8949725299238995,0.8838226108682073,0.9061224489795918,0.537460417435098,"[[2830  372]
 [  23  222]]"
0.9563015462274854,0.8761241659413983,0.8975143086591288,0.872579637726421,0.9224489795918367,0.5272868886818487,"[[2794  408]
 [  19  226]]"
0.9645616897602265,0.8807658833768495,0.9113207306657829,0.8757026858213617,0.9469387755102041,0.5469411532459948,"[[2804  398]
 [  13  232]]"
0.953103081066137,0.8850841555426582,0.8851588658727639,0.8850718301061836,0.8852459016393442,0.5266647279923781,"[[2834  368]
 [  28  216]]"
0.9511287588114571,0.8738033072236727,0.881187778046884,0.872579637726421,0.889795918367347,0.5081289739274286,"[[2794  408]
 [  27  218]]"
0.9646521944193043,0.8804757760371338,0.8979719308085508,0.8775765146783261,0.9183673469387755,0.5335072726085894,"[[2810  392]
 [  20  225]]"
0.9623819296613086,0.886858137510879,0.8957532919476348,0.8853841349156777,0.9061224489795918,0.5403304941319498,"[[2835  367]
 [  23  222]]"
0.9632181417226477,0.8839570641137221,0.9054997514308658,0.8803872579637726,0.9306122448979591,0.5456831902802349,"[[2819  383]
 [  17  228]]"
0.9568532986555535,0.8821822402785838,0.889276425594659,0.8810118675827607,0.8975409836065574,0.5266239465679584,"[[2821  381]
 [  25  219]]"
0.9526061517673902,0.8784450246591239,0.8855708804446201,0.877264209868832,0.8938775510204081,0.5185321469437644,"[[2809  393]
 [  26  219]]"
0.9604622111180512,0.8862779228314477,0.8992103149817079,0.8841349156777014,0.9142857142857143,0.5428654625581559,"[[2831  371]
 [  21  224]]"
0.9536068018712794,0.8723527705250943,0.8860610077884996,0.8700811992504685,0.9020408163265307,0.5111598871163312,"[[2786  416]
 [  24  221]]"
0.9574424148172698,0.8804757760371338,0.8942026029649837,0.8782011242973142,0.9102040816326531,0.5298013115397081,"[[2812  390]
 [  22  223]]"
0.9680258752214292,0.8929193267556588,0.9139843438015175,0.8894440974391006,0.9385245901639344,0.5664669003709963,"[[2848  354]
 [  15  229]]"
0.9553327639612996,0.8775747026399768,0.885102423230379,0.8763272954403498,0.8938775510204081,0.5169109958050676,"[[2806  396]
 [  26  219]]"
0.968371808436054,0.886858137510879,0.9183692590090378,0.8816364772017489,0.9551020408163265,0.5622808689332096,"[[2823  379]
 [  11  234]]"
0.9557636171270507,0.8851174934725848,0.8835083939884512,0.8853841349156777,0.8816326530612245,0.5257481962730397,"[[2835  367]
 [  29  216]]"
0.9618478247013984,0.8816362053959965,0.8985965404275389,0.8788257339163024,0.9183673469387755,0.5357066856112538,"[[2814  388]
 [  20  225]]"
0.9588794401040334,0.8749274521183982,0.8910516992453488,0.8722673329169269,0.9098360655737705,0.5186995494825646,"[[2793  409]
 [  22  222]]"
0.9563168427895832,0.8903394255874674,0.8957424568828156,0.8894440974391006,0.9020408163265307,0.5455194093037569,"[[2848  354]
 [  24  221]]"
0.9555877066629275,0.876414273281114,0.888247141454958,0.8744534665833854,0.9020408163265307,0.5185081641590653,"[[2800  402]
 [  24  221]]"
0.9591020918048668,0.8807658833768495,0.8849354357608128,0.8800749531542785,0.889795918367347,0.521041377287685,"[[2818  384]
 [  27  218]]"
0.9621868984945634,0.8801856686974181,0.8978157784038038,0.877264209868832,0.9183673469387755,0.5329604655840997,"[[2809  393]
 [  20  225]]"
