,gene,prediction
0,LAGE3,0.7488159537315369
1,SERPINI2,0.8780773282051086
2,SPAST,0.39118897914886475
3,IFT57,0.7172973155975342
4,KIAA0753,0.4001334011554718
5,UBR3,0.8060754537582397
6,SOX1,0.8587037324905396
7,PLEKHF1,0.6078853607177734
8,ZSCAN30,0.7601197361946106
9,FUT5,0.8758706450462341
10,H2BW1,0.209660142660141
11,MYL5,0.7704048156738281
12,GPR19,0.7451364994049072
13,RUNX1T1,0.240386500954628
14,HAUS7,0.766215443611145
15,ZNF248,0.8442499041557312
16,RFC5,0.32645758986473083
17,MDGA2,0.7159420251846313
18,OXCT1,0.49504202604293823
19,RAB11FIP2,0.13922004401683807
20,TLCD4,0.8692532181739807
21,TNFRSF9,0.19957368075847626
22,ZBTB11,0.7456632852554321
23,CST9,0.8798333406448364
24,DRD1,0.6024919748306274
25,TLL1,0.8712822794914246
26,CHIT1,0.8356237411499023
27,ZNF799,0.8214847445487976
28,NTHL1,0.3362957537174225
29,KMO,0.8779904842376709
30,EIF3B,0.21871447563171387
31,ASB4,0.599631667137146
32,THOC3,0.4382878243923187
33,LCNL1,0.8227723836898804
34,ARID4A,0.32075420022010803
35,TRIM22,0.41486814618110657
36,SMARCD2,0.2599537968635559
37,DSCC1,0.6594713926315308
38,OR4C6,0.8687520623207092
39,ZNF813,0.8328630924224854
40,ADGRB3,0.8349924683570862
41,RYR3,0.7722375392913818
42,CENPO,0.253549724817276
43,HCAR2,0.8260295987129211
44,TRO,0.6269209980964661
45,LMO2,0.5264441967010498
46,BTLA,0.41318437457084656
47,OR5AS1,0.8805861473083496
48,HAUS8,0.7036858201026917
49,PRPF39,0.6886975765228271
50,LPCAT1,0.6664157509803772
51,TRIM72,0.6486279368400574
52,IL17RC,0.8458225131034851
53,CLK1,0.18014030158519745
54,IQCF2,0.8325843811035156
55,PITPNA,0.6398820281028748
56,UBL4B,0.11748499423265457
57,GPX5,0.8850117921829224
58,NIF3L1,0.5298548936843872
59,IL33,0.826296329498291
60,ZNF280B,0.8731738328933716
61,ZNF354A,0.7604910731315613
62,KLK5,0.7756862640380859
63,CACNA1B,0.7489904165267944
64,KRTAP12-2,0.7588051557540894
65,TAF1B,0.27382946014404297
66,USP39,0.13153529167175293
67,PPP2R1B,0.2622430622577667
68,HTATIP2,0.2885522246360779
69,TTC13,0.7072977423667908
70,MYLK2,0.10055647790431976
71,WSB1,0.5192542672157288
72,DNAAF4,0.7249121069908142
73,STUB1,0.3440215587615967
74,MAPKAP1,0.20322977006435394
75,RFX3,0.7144003510475159
76,HIRIP3,0.46915605664253235
77,PLAAT3,0.8309834003448486
78,SETDB2,0.8538582921028137
79,PLEKHO1,0.267577201128006
80,MCL1,0.2566690742969513
81,OR4F6,0.8793437480926514
82,RNF19B,0.6976618766784668
83,DCAF4,0.42876705527305603
84,TP53BP1,0.2241758108139038
85,XRN2,0.27757811546325684
86,PXMP4,0.7927561402320862
87,ZNF468,0.8163418173789978
88,DEFB121,0.6105919480323792
89,CCNB3,0.44127699732780457
90,SNCAIP,0.6000930070877075
91,HAO1,0.8267073631286621
92,GAS2L3,0.15851092338562012
93,TGFBR3,0.6932788491249084
94,LTK,0.16062471270561218
95,PRMT1,0.22850488126277924
96,NOSIP,0.7111273407936096
97,NKAIN4,0.8674556016921997
98,CHFR,0.21721512079238892
99,CACNA2D3,0.8158208727836609
100,CCL17,0.7714512348175049
101,ABCG1,0.7839450836181641
102,OR1D2,0.887843668460846
103,ATP6V1D,0.47795209288597107
104,ATRN,0.8452880382537842
105,BEND2,0.8492903113365173
106,UNC5CL,0.773585855960846
107,NRN1,0.8581968545913696
108,FIGLA,0.7382663488388062
109,ELF4,0.2516007125377655
110,MRPS18B,0.316945344209671
111,CDC42EP1,0.4735499620437622
112,SYT4,0.7690941095352173
113,TMEM268,0.8449758887290955
114,HSPA2,0.2796657085418701
115,FANCC,0.22242474555969238
116,ITFG1,0.11778825521469116
117,HIF1AN,0.4409554600715637
118,SEC23A,0.2482757270336151
119,C16orf96,0.8851699829101562
120,C1orf198,0.6166889071464539
121,SMYD4,0.7303385734558105
122,SMIM2,0.9248899817466736
123,KIF22,0.2029661238193512
124,MTIF2,0.359297513961792
125,ARID5B,0.3257213532924652
126,CSNK2A1,0.20848074555397034
127,DPY19L1,0.8188440799713135
128,TBX21,0.3410027027130127
129,OR5F1,0.8728998899459839
130,OLIG3,0.7380087375640869
131,KLHL29,0.8288443684577942
132,GOSR1,0.716472327709198
133,MEIG1,0.8239858150482178
134,ARC,0.731513261795044
135,H1-0,0.5444113612174988
136,TRNT1,0.7414553761482239
137,CHAC2,0.7667338252067566
138,PURG,0.8018351793289185
139,CHI3L2,0.8736140131950378
140,MYOF,0.3844752311706543
141,KIF1C,0.6661390662193298
142,SPEG,0.2302383929491043
143,C8G,0.7256993651390076
144,QRICH2,0.8738314509391785
145,PRR15L,0.839792788028717
146,ANKMY1,0.8817264437675476
147,LMNB1,0.3073994219303131
148,ZFP36,0.3002319633960724
149,PNMA2,0.6035202741622925
150,BHLHA15,0.6551089882850647
151,PRKAA1,0.16403576731681824
152,MKRN1,0.1652766615152359
153,TGFB3,0.6417202949523926
154,APOA1,0.8471384644508362
155,MAN2B1,0.8422529697418213
156,XKR3,0.8858889937400818
157,HEPACAM2,0.8607078790664673
158,ADAP1,0.16733060777187347
159,CCR9,0.858187198638916
160,KRT18,0.521827220916748
161,SS18L2,0.8394561409950256
162,NXNL2,0.8998281955718994
163,KRT74,0.7677350044250488
164,PARP6,0.7940210103988647
165,SLX4,0.32325395941734314
166,BPHL,0.7849172353744507
167,BTD,0.8136470317840576
168,SS18,0.16628846526145935
169,DSCAM,0.49046990275382996
170,PDXP,0.7565243244171143
171,MYO7B,0.43028953671455383
172,CNNM3,0.6539940237998962
173,ZFX,0.7784355282783508
174,ETAA1,0.7310865521430969
175,ZNF445,0.7912993431091309
176,RAPGEF1,0.10531755536794662
177,BTN3A3,0.8632628917694092
178,ADCY1,0.8187690377235413
179,ALG13,0.4055669903755188
180,MYOM2,0.5839380621910095
181,THAP9,0.7743577361106873
182,TMEM270,0.8841249942779541
183,SLAMF9,0.830399215221405
184,DSEL,0.8252231478691101
185,PFKM,0.574603259563446
186,SYT5,0.9036524295806885
187,ATP8A2,0.7002855539321899
188,KAZN,0.8169156908988953
189,CCDC6,0.16975484788417816
190,C20orf85,0.8338847756385803
191,ROS1,0.38452276587486267
192,RGMA,0.8170578479766846
193,PCMTD2,0.34510040283203125
194,RAB11FIP4,0.6647645235061646
195,GATD1,0.7266457080841064
196,PPM1N,0.8493634462356567
197,EPOP,0.8232940435409546
198,UBFD1,0.42300426959991455
199,SBK1,0.05718258395791054
200,CEACAM4,0.8733459115028381
201,PEX26,0.8315227031707764
202,TP53,0.48840710520744324
203,GNB1,0.3266521096229553
204,HADHB,0.3273800313472748
205,GIT2,0.29979532957077026
206,OPA3,0.3808562159538269
207,TIMD4,0.820445716381073
208,MCFD2,0.6024630665779114
209,HSPA13,0.7439695596694946
210,PASD1,0.823533296585083
211,KRT72,0.7099894881248474
212,ZDHHC12,0.827081024646759
213,SH2D3C,0.2569279968738556
214,OR8D1,0.8784360885620117
215,NEFM,0.539600133895874
216,STUM,0.7441960573196411
217,EVA1C,0.8559054732322693
218,TMEM209,0.5832167267799377
219,SYNGR4,0.8448874950408936
220,FSTL5,0.7780042886734009
221,GLRX2,0.8079811334609985
222,CHN1,0.3558560311794281
223,VPS26B,0.7991442680358887
224,CHCHD1,0.18735697865486145
225,TTC34,0.9059059023857117
226,AMMECR1L,0.7804328203201294
227,JADE2,0.5912337899208069
228,DNAJB4,0.3371402621269226
229,SAP25,0.5824195742607117
230,COPS4,0.3916735053062439
231,LACC1,0.7667828798294067
232,KRT38,0.8466464877128601
233,SPG21,0.7727463245391846
234,ZNF623,0.8914973139762878
235,GTF3C4,0.3398817777633667
236,AXDND1,0.9193639755249023
237,OR51Q1,0.8765320181846619
238,CPXCR1,0.853687047958374
239,MEX3A,0.8104159235954285
240,FBF1,0.3949786126613617
241,MBNL3,0.7507944107055664
242,SRARP,0.8405141830444336
243,HMOX2,0.5293520092964172
244,BICD1,0.3753705322742462
245,ZNF785,0.817700207233429
246,ARHGEF40,0.23175659775733948
247,SERHL2,0.8653720021247864
248,PRUNE1,0.6145526766777039
249,LEF1,0.33296722173690796
250,CHMP6,0.6485201120376587
251,COQ10A,0.5859031677246094
252,CDON,0.3601630628108978
253,BIN1,0.5084445476531982
254,HDAC6,0.23184850811958313
255,TUBB4A,0.3916389048099518
256,MEGF9,0.8450029492378235
257,ANP32A,0.25718018412590027
258,SPATS2L,0.5909202694892883
259,GTF3C5,0.3207843005657196
260,SYK,0.29629454016685486
261,CEMIP2,0.8319464921951294
262,FAM114A2,0.7799243330955505
263,ASTN1,0.8458279967308044
264,PTRHD1,0.7842766642570496
265,MATN3,0.8630196452140808
266,DNAJB2,0.6022821068763733
267,CEBPE,0.6022021770477295
268,SPDL1,0.18357618153095245
269,TWIST1,0.21176095306873322
270,CFAP20,0.2869577407836914
271,BRD3,0.28756847977638245
272,FGF23,0.711530327796936
273,HMBOX1,0.3999359607696533
274,CALU,0.5749537944793701
275,TMEM163,0.7643197774887085
276,STX2,0.7533930540084839
277,GJB4,0.843302309513092
278,STMN1,0.3486756980419159
279,ARRDC2,0.8946856260299683
280,BCL6,0.3289421796798706
281,USP8,0.3043982982635498
282,KCNQ3,0.7564809322357178
283,UGGT2,0.8052788376808167
284,NEPRO,0.45032164454460144
285,SH3BP4,0.26484692096710205
286,FUT11,0.7963250875473022
287,RHBDD1,0.585338294506073
288,VAMP3,0.5334121584892273
289,GABPB1,0.3407631814479828
290,S100A2,0.3375610411167145
291,RECK,0.7266586422920227
292,HS2ST1,0.8278054594993591
293,YIPF1,0.8575557470321655
294,FAHD1,0.7682968378067017
295,KRTDAP,0.8572998642921448
296,LYRM2,0.7630419135093689
297,P3H1,0.443377286195755
298,TRIM46,0.5535749793052673
299,UTP3,0.3183773458003998
300,RNF8,0.3401493430137634
301,SORCS1,0.8149166107177734
302,SLC25A31,0.6241791248321533
303,TAB1,0.16713884472846985
304,RBM5,0.2149764448404312
305,CSK,0.1811531037092209
306,SPACA9,0.8262612223625183
307,HLA-DMA,0.842126727104187
308,UBA52,0.1710313856601715
309,HNF1B,0.686535120010376
310,ANXA10,0.7741742134094238
311,ZFP64,0.6959319710731506
312,TMOD1,0.5071843266487122
313,RNF19A,0.3242136538028717
314,CIITA,0.23443271219730377
315,SLC4A11,0.8961868286132812
316,CHST11,0.8223421573638916
317,TNFRSF21,0.846932590007782
318,MLF2,0.32715946435928345
319,TMPRSS11D,0.8606091737747192
320,RXFP2,0.8071521520614624
321,STN1,0.6902168393135071
322,SMG7,0.31814393401145935
323,SHH,0.38808995485305786
324,SESN2,0.8600555062294006
325,PIM1,0.1745891571044922
326,RSF1,0.19533436000347137
327,FAM9B,0.47081443667411804
328,GRID2IP,0.7996848225593567
329,KCNN1,0.7867469787597656
330,DCAF4L2,0.5326928496360779
331,CAMK2A,0.28496238589286804
332,SOD3,0.8506100177764893
333,DDR2,0.15135514736175537
334,CEACAM19,0.8470240235328674
335,TRIM37,0.5508808493614197
336,TRIM43,0.604245126247406
337,SAMD7,0.7536798715591431
338,LIMS2,0.22671756148338318
339,CFAP97D1,0.8085733652114868
340,FNIP1,0.7189825773239136
341,PPM1M,0.7893155217170715
342,DDX52,0.284930557012558
343,CAND1,0.17120513319969177
344,DNAJC18,0.8545058369636536
345,NOL10,0.20033499598503113
346,CORO7,0.28505563735961914
347,QKI,0.28457051515579224
348,PRB4,0.8729972839355469
349,PLPP6,0.8562403321266174
350,ZC3HC1,0.16898612678050995
351,SCUBE3,0.7216899394989014
352,GNPDA1,0.7986149191856384
353,ATP6V1E2,0.6856635808944702
354,SLC22A5,0.7808833122253418
355,EDARADD,0.6884377002716064
356,GABRA3,0.849068284034729
357,TIMELESS,0.31032267212867737
358,TP53BP2,0.19104067981243134
359,HRK,0.8665872812271118
360,KLHL22,0.5445417761802673
361,PIKFYVE,0.5222670435905457
362,RNF24,0.8570560812950134
363,MAP1S,0.25988462567329407
364,SOD2,0.5853256583213806
365,ST6GALNAC6,0.8349131345748901
366,TBCE,0.226131409406662
367,EIF4G2,0.22079937160015106
368,NRIP1,0.2390083521604538
369,SPNS2,0.8457884788513184
370,RASA1,0.27178409695625305
371,CRYBA1,0.8350892663002014
372,RXFP3,0.8317463994026184
373,NAB2,0.43112802505493164
374,LALBA,0.8706223368644714
375,MDH2,0.33783259987831116
376,CTHRC1,0.813238799571991
377,GNRH1,0.7347553968429565
378,PDS5A,0.3119569420814514
379,RNASE9,0.8926087021827698
380,PRR14L,0.6763272285461426
381,DCTN6,0.8523862361907959
382,ANKAR,0.8438035249710083
383,CCNE1,0.25177332758903503
384,ADTRP,0.8455695509910583
385,DMRTC2,0.7800674438476562
386,C1QTNF6,0.8124712705612183
387,KIR3DL3,0.853015661239624
388,MTMR11,0.8285414576530457
389,ZNF189,0.7772532105445862
390,SCN4A,0.7709323763847351
391,LASP1,0.35183730721473694
392,VRK3,0.09280581772327423
393,TIPRL,0.5683696866035461
394,CCT5,0.2327030748128891
395,TNMD,0.776854395866394
396,FASLG,0.42177700996398926
397,LIN28B,0.09079297631978989
398,SRCIN1,0.2585468888282776
399,MRPS11,0.19534344971179962
400,C12orf4,0.8074948191642761
401,KIF3B,0.60714191198349
402,RFFL,0.33750030398368835
403,HMGCS1,0.6915428042411804
404,INPP5F,0.737366259098053
405,PLA2G12A,0.7343425154685974
406,RAD9B,0.7996745109558105
407,TMEM119,0.8644354939460754
408,PCDH7,0.8314293026924133
409,EMC7,0.7480863928794861
410,ZBTB9,0.7454355359077454
411,SF3B2,0.1434810906648636
412,BPIFB3,0.7750338912010193
413,TDP2,0.7533923387527466
414,RABGAP1L,0.5662660598754883
415,TAS2R1,0.8846359252929688
416,CLEC2B,0.8062151074409485
417,CALB1,0.6036509871482849
418,TGFBR2,0.3381367325782776
419,EAPP,0.34197771549224854
420,REG1B,0.8399692177772522
421,TMEM14C,0.8334503173828125
422,NTRK2,0.2101827710866928
423,PARP16,0.7200551629066467
424,C8orf48,0.7970474362373352
425,PILRA,0.5170173048973083
426,GSN,0.5729009509086609
427,BCAN,0.641638457775116
428,S100A14,0.6056874990463257
429,COX14,0.44830894470214844
430,ATG4A,0.8238686323165894
431,BTF3L4,0.4141128957271576
432,SNX10,0.6786789894104004
433,BPI,0.8397478461265564
434,CELA3A,0.8730069994926453
435,SLCO5A1,0.8471764922142029
436,UNC45A,0.3405725955963135
437,IGFBP5,0.5363830924034119
438,PSMB6,0.22964850068092346
439,XPC,0.20247021317481995
440,ORC5,0.37586209177970886
441,C20orf96,0.8436075448989868
442,ARHGAP39,0.208589106798172
443,MTF2,0.34741657972335815
444,SERPINB7,0.8992790579795837
445,CPXM1,0.7837041616439819
446,CAPN12,0.8293598294258118
447,FAAH2,0.8392345309257507
448,ANKRD18A,0.8435707092285156
449,CACNB3,0.5539690852165222
450,CLEC4E,0.8019981384277344
451,USP6NL,0.6938296556472778
452,SLC36A4,0.9268717169761658
453,PCDHA5,0.7888628244400024
454,RUNX2,0.24319897592067719
455,SIM2,0.5017799735069275
456,CLDN14,0.8841729164123535
457,KRT15,0.5580292344093323
458,FAM9C,0.5281438827514648
459,SRF,0.3370472192764282
460,MXD1,0.21014031767845154
461,POT1,0.653087854385376
462,CKAP5,0.1988462507724762
463,TBCC,0.6850692629814148
464,GLT8D1,0.8095715045928955
465,ZNF22,0.6181023120880127
466,TMCC3,0.6965764164924622
