,gene,prediction
0,LAGE3,0.7229297757148743
1,SERPINI2,0.9440221190452576
2,SPAST,0.2485218346118927
3,IFT57,0.7428693175315857
4,KIAA0753,0.31197720766067505
5,UBR3,0.9111081957817078
6,SOX1,0.38822057843208313
7,PLEKHF1,0.7247768640518188
8,ZSCAN30,0.9481193423271179
9,FUT5,0.9993571639060974
10,H2BW1,0.16127760708332062
11,MYL5,0.9765461087226868
12,GPR19,0.9709572792053223
13,RUNX1T1,0.7392544150352478
14,HAUS7,0.4796636998653412
15,ZNF248,0.9253701567649841
16,RFC5,0.03924311697483063
17,MDGA2,0.993915855884552
18,OXCT1,0.7765846848487854
19,RAB11FIP2,0.8682155013084412
20,TLCD4,0.9787265062332153
21,TNFRSF9,0.9727364778518677
22,ZBTB11,0.980641782283783
23,CST9,0.6803517937660217
24,DRD1,0.988089382648468
25,TLL1,0.9931024312973022
26,CHIT1,0.9932892918586731
27,ZNF799,0.9496741890907288
28,NTHL1,0.17815406620502472
29,KMO,0.9997482895851135
30,EIF3B,0.021467935293912888
31,ASB4,0.30812543630599976
32,THOC3,0.05936688929796219
33,LCNL1,0.9994290471076965
34,ARID4A,0.21427671611309052
35,TRIM22,0.9250820279121399
36,SMARCD2,0.14646168053150177
37,DSCC1,0.2168409675359726
38,OR4C6,0.9990376234054565
39,ZNF813,0.038978345692157745
40,ADGRB3,0.14027447998523712
41,RYR3,0.9922755360603333
42,CENPO,0.07266142219305038
43,HCAR2,0.9927414655685425
44,TRO,0.5891980528831482
45,LMO2,0.9146332144737244
46,BTLA,0.9774290323257446
47,OR5AS1,0.9988598823547363
48,HAUS8,0.29025033116340637
49,PRPF39,0.12045484036207199
50,LPCAT1,0.5349549055099487
51,TRIM72,0.9862828850746155
52,IL17RC,0.9859311580657959
53,CLK1,0.38367530703544617
54,IQCF2,0.9231257438659668
55,PITPNA,0.6834188103675842
56,UBL4B,0.8526501059532166
57,GPX5,0.8727282285690308
58,NIF3L1,0.43214625120162964
59,IL33,0.9999990463256836
60,ZNF280B,0.9913281798362732
61,ZNF354A,0.9792280197143555
62,KLK5,0.9560155272483826
63,CACNA1B,0.9909257888793945
64,KRTAP12-2,0.6888312697410583
65,TAF1B,0.0697585716843605
66,USP39,0.0177900530397892
67,PPP2R1B,0.09762655943632126
68,HTATIP2,0.18670138716697693
69,TTC13,0.9059951305389404
70,MYLK2,0.7261362671852112
71,WSB1,0.9894015192985535
72,DNAAF4,0.9080227017402649
73,STUB1,0.5324724316596985
74,MAPKAP1,0.4247756898403168
75,RFX3,0.9303430914878845
76,HIRIP3,0.4709467589855194
77,PLAAT3,0.9999691247940063
78,SETDB2,0.8479486703872681
79,PLEKHO1,0.9251164197921753
80,MCL1,0.8640232086181641
81,OR4F6,0.996924102306366
82,RNF19B,0.5907695293426514
83,DCAF4,0.9582204818725586
84,TP53BP1,0.09975924342870712
85,XRN2,0.15918360650539398
86,PXMP4,0.9475913047790527
87,ZNF468,0.9661747217178345
88,DEFB121,0.9388641119003296
89,CCNB3,0.12354465574026108
90,SNCAIP,0.8424516916275024
91,HAO1,0.9473600387573242
92,GAS2L3,0.2039991021156311
93,TGFBR3,0.9787393808364868
94,LTK,0.9115027189254761
95,PRMT1,0.15431074798107147
96,NOSIP,0.5662358403205872
97,NKAIN4,0.9713703989982605
98,CHFR,0.2773619294166565
99,CACNA2D3,0.9671428203582764
100,CCL17,0.9896005392074585
101,ABCG1,0.772425651550293
102,OR1D2,0.9994493126869202
103,ATP6V1D,0.18005216121673584
104,ATRN,0.9978759288787842
105,BEND2,0.9863359928131104
106,UNC5CL,0.9712094664573669
107,NRN1,0.9800091981887817
108,FIGLA,0.9702847003936768
109,ELF4,0.9503512382507324
110,MRPS18B,0.5156684517860413
111,CDC42EP1,0.9008097648620605
112,SYT4,0.9883531928062439
113,TMEM268,0.9999793767929077
114,HSPA2,0.09188050776720047
115,FANCC,0.2590172290802002
116,ITFG1,0.051090680062770844
117,HIF1AN,0.5142576694488525
118,SEC23A,0.14672039449214935
119,C16orf96,0.9815950393676758
120,C1orf198,0.5585666298866272
121,SMYD4,0.9342624545097351
122,SMIM2,0.9956802129745483
123,KIF22,0.08561376482248306
124,MTIF2,0.25147029757499695
125,ARID5B,0.5377488136291504
126,CSNK2A1,0.2502182126045227
127,DPY19L1,0.7962777018547058
128,TBX21,0.9888632297515869
129,OR5F1,0.996423065662384
130,OLIG3,0.8675804734230042
131,KLHL29,0.6628667712211609
132,GOSR1,0.44208216667175293
133,MEIG1,0.8090027570724487
134,ARC,0.9998862743377686
135,H1-0,0.07179589569568634
136,TRNT1,0.2499755620956421
137,CHAC2,0.6235684156417847
138,PURG,0.8656115531921387
139,CHI3L2,0.9880548119544983
140,MYOF,0.949694812297821
141,KIF1C,0.8965253233909607
142,SPEG,0.9460349082946777
143,C8G,0.9754443764686584
144,QRICH2,0.40567728877067566
145,PRR15L,0.9999958276748657
146,ANKMY1,0.9998519420623779
147,LMNB1,0.09997482597827911
148,ZFP36,0.3379631042480469
149,PNMA2,0.7455841898918152
150,BHLHA15,0.1710430383682251
151,PRKAA1,0.2347548007965088
152,MKRN1,0.6546474695205688
153,TGFB3,0.9076735973358154
154,APOA1,0.9603895545005798
155,MAN2B1,0.9409505724906921
156,XKR3,0.9930112957954407
157,HEPACAM2,0.875173032283783
158,ADAP1,0.8006325364112854
159,CCR9,0.9911640882492065
160,KRT18,0.32183200120925903
161,SS18L2,0.9791100025177002
162,NXNL2,0.4846368432044983
163,KRT74,0.9040133953094482
164,PARP6,0.769444465637207
165,SLX4,0.31510332226753235
166,BPHL,0.7459015250205994
167,BTD,0.9875938296318054
168,SS18,0.48286372423171997
