,gene,prediction
0,LAGE3,0.4435391128063202
1,SERPINI2,0.8504197001457214
2,SPAST,0.27294400334358215
3,IFT57,0.7980076670646667
4,KIAA0753,0.7584747076034546
5,UBR3,0.9563246369361877
6,SOX1,0.46071964502334595
7,PLEKHF1,0.9267154932022095
8,ZSCAN30,0.9759171605110168
9,FUT5,0.9022018909454346
10,H2BW1,0.39587604999542236
11,MYL5,0.8849672675132751
12,GPR19,0.8275437355041504
13,RUNX1T1,0.773415207862854
14,HAUS7,0.4144250154495239
15,ZNF248,0.9546292424201965
16,RFC5,0.04156507924199104
17,MDGA2,0.9982446432113647
18,OXCT1,0.6926071643829346
19,RAB11FIP2,0.8856627345085144
20,TLCD4,0.9942237734794617
21,TNFRSF9,0.7835594415664673
22,ZBTB11,0.43246257305145264
23,CST9,0.5987498164176941
24,DRD1,0.992388129234314
25,TLL1,0.6434667110443115
26,CHIT1,0.9856431484222412
27,ZNF799,0.9986999034881592
28,NTHL1,0.09186287969350815
29,KMO,0.9999414682388306
30,EIF3B,0.02160271629691124
31,ASB4,0.6670607924461365
32,THOC3,0.13878147304058075
33,LCNL1,0.9895538091659546
34,ARID4A,0.3726198375225067
35,TRIM22,0.9456896781921387
36,SMARCD2,0.19351398944854736
37,DSCC1,0.13390055298805237
38,OR4C6,0.9978317618370056
39,ZNF813,0.9982129335403442
40,ADGRB3,0.12012412399053574
41,RYR3,0.94404536485672
42,CENPO,0.0749635323882103
43,HCAR2,0.994975209236145
44,TRO,0.3951570987701416
45,LMO2,0.4906417429447174
46,BTLA,0.9506657719612122
47,OR5AS1,0.9980185031890869
48,HAUS8,0.3738470673561096
49,PRPF39,0.26060670614242554
50,LPCAT1,0.3049565851688385
51,TRIM72,0.9153465032577515
52,IL17RC,0.9833676815032959
53,CLK1,0.5035178065299988
54,IQCF2,0.8672735691070557
55,PITPNA,0.7282938361167908
56,UBL4B,0.8185580968856812
57,GPX5,0.9995719790458679
58,NIF3L1,0.560406506061554
59,IL33,0.3859006464481354
60,ZNF280B,0.9977104663848877
61,ZNF354A,0.36534667015075684
62,KLK5,0.9713311195373535
63,CACNA1B,0.9665575623512268
64,KRTAP12-2,0.7026083469390869
65,TAF1B,0.09118469059467316
66,USP39,0.038507670164108276
67,PPP2R1B,0.23478955030441284
68,HTATIP2,0.1515333503484726
69,TTC13,0.9876168370246887
70,MYLK2,0.4431571066379547
71,WSB1,0.8797237873077393
72,DNAAF4,0.7985154986381531
73,STUB1,0.8133689165115356
74,MAPKAP1,0.4965367019176483
75,RFX3,0.8799311518669128
76,HIRIP3,0.17265400290489197
77,PLAAT3,0.8900001049041748
78,SETDB2,0.9797363877296448
79,PLEKHO1,0.8537060618400574
80,MCL1,0.6677781939506531
81,OR4F6,0.9987333416938782
82,RNF19B,0.7673850059509277
83,DCAF4,0.9561777710914612
84,TP53BP1,0.16923995316028595
85,XRN2,0.1520700454711914
86,PXMP4,0.9924352765083313
87,ZNF468,0.9519824981689453
88,DEFB121,0.9706751704216003
89,CCNB3,0.13151556253433228
90,SNCAIP,0.8795003890991211
91,HAO1,0.9468098878860474
92,GAS2L3,0.1650734394788742
93,TGFBR3,0.9724841117858887
94,LTK,0.9627060890197754
95,PRMT1,0.21006253361701965
96,NOSIP,0.7771074771881104
97,NKAIN4,0.9999198913574219
98,CHFR,0.4123436212539673
99,CACNA2D3,0.9848605394363403
100,CCL17,0.9514859914779663
101,ABCG1,0.9588884115219116
102,OR1D2,0.9998102784156799
103,ATP6V1D,0.28550541400909424
104,ATRN,0.9952320456504822
105,BEND2,0.9994511008262634
106,UNC5CL,0.5581319332122803
107,NRN1,0.9773832559585571
108,FIGLA,0.8488467931747437
