gene;Fiper_consensus_PANCancer;ADAM_PANCancer;Fiper_consensus_lung;ADAM_lung;Fiper_consensus_LungNeuro;ADAM_LungNeuro;Fiper_consensus_NSCLC;ADAM_NSCLC;Fiper_consensus_bone;ADAM_bone;Fiper_consensus_Osteosarcoma;ADAM_Osteosarcoma;Fiper_consensus_Ewing;ADAM_Ewing
MANBA;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MANBAL;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MANEA;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MANEAL;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MANF;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE;NE;NE
MANSC1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MANSC4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAOA;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAOB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP1A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP1B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP1LC3A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP1LC3B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP1LC3B2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP1LC3C;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP1S;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP2K1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP2K2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP2K3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP2K4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP2K5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP2K6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP2K7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K19;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K20;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K21;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K7CL;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP3K9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP4K1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP4K2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP4K3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP4K4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP6D1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP7D1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP7D2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP7D3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAP9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK14;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK15;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK1IP1L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK8IP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK8IP3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPK9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPKAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE;NE;NE
MAPKAPK2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPKAPK3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPKAPK5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPKBP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPRE1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPRE2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPRE3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAPT;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCHF1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCHF10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCHF11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCHF2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCHF3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCHF4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCHF5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCHF6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCHF7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCHF8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCHF9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE;NE;NE
MARCKS;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCKSL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARCO;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARF1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARK1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARK2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARK3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARK4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARS1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MARS2;E;NE;NE;E;NE;E;NE;E;NE;NE;NE;NE;E;NE
MARVELD2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MARVELD3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAS1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAS1L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MASP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MASP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAST1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAST2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAST3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAST4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MASTL;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MAT1A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAT2A;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MAT2B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MATCAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MATCAP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MATK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MATN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MATN2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MATN3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MATN4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MATR3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAU2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE
MAVS;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MAX;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MAZ;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MB21D2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBD2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBD3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBD3L1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBD4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBD5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBD6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBIP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBL2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBLAC1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBLAC2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBNL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBNL2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBNL3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBOAT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBOAT2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBOAT4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBOAT7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MBTD1;E;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE;NE;NE
MBTPS1;NE;NE;NE;E;NE;NE;NE;E;NE;NE;NE;NE;NE;NE
MBTPS2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE
MC1R;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MC2R;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MC3R;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MC4R;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MC5R;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCAM;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCAT;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCC;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCCC1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCCC2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCCD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCEE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCEMP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCF2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCF2L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCF2L2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCFD2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCHR1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCHR2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCIDAS;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCL1;NE;NE;NE;E;NE;NE;NE;NE;NE;NE;E;NE;NE;NE
MCM10;E;NE;E;E;E;E;E;E;E;E;E;E;E;NE
MCM2;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MCM3;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MCM3AP;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MCM4;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MCM5;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MCM6;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MCM7;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MCM8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCM9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCMBP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE
MCMDC2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCOLN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCOLN2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCOLN3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCPH1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCRIP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCRIP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCRS1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MCTP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCTP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCTS1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCU;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCUB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MCUR1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDC1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDFI;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDFIC;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDGA1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDGA2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDH1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDH1B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDH2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDM4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MDN1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MDP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ME1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ME2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ME3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEA1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEAF6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE;NE;NE
MEAK7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MECOM;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MECP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MECR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MED1;NE;NE;NE;E;NE;NE;NE;E;NE;NE;NE;NE;NE;NE
MED10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MED11;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MED12L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MED13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MED13L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MED14;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED15;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MED16;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MED17;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED18;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED19;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MED20;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED21;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED22;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED23;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MED24;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MED25;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MED26;E;NE;NE;E;NE;E;E;E;E;E;E;E;E;NE
MED27;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED28;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED29;E;E;E;E;NE;E;E;E;E;E;E;E;E;NE
MED30;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED31;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED4;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED6;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED7;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED8;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MED9;E;NE;NE;E;E;E;NE;E;E;NE;E;NE;E;NE
MEDAG;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEF2A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEF2B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEF2C;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEF2D;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEFV;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEGF10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEGF11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEGF6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEGF8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEGF9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEI1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEI4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEIG1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEIOB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEIOC;NE;NE;NE;NE;E;NE;NE;NE;NE;NE;E;NE;NE;NE
MEIS1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEIS2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEIS3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MELK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MELTF;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEMO1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEOX1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEOX2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEP1A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEP1B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEPCE;E;E;E;E;E;E;E;E;E;E;E;E;E;E
MEPE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MERTK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MESD;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MESP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MESP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MEST;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
MET;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
METAP1;E;NE;NE;E;NE;NE;NE;E;E;E;E;E;E;E
METAP1D;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
METAP2;E;NE;E;E;E;E;E;E;E;E;NE;E;E;NE
METRN;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
METRNL;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
METTL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE
METTL13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
METTL14;E;NE;NE;E;NE;NE;NE;E;E;E;E;NE;E;E
METTL15;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
METTL16;E;E;E;E;E;E;E;E;E;E;E;E;E;E
METTL17;E;NE;E;E;E;NE;E;E;E;NE;E;NE;E;NE
METTL18;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
METTL21A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
METTL21C;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
METTL22;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
METTL23;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
