gene,label,prediction,probabilities
RPGRIP1,1,1,0.005759519161746917
RPL10,0,0,0.9948424081318639
RPL13,0,0,0.998792885640791
RPL15,0,0,0.9995065174300759
RPL23,0,0,0.9986302467952285
RPL27A,0,0,0.9995684908168811
RPL30,0,0,0.9996620894983176
RPL31,0,0,0.9992035549071332
RPL38,0,0,0.999357338584858
RPL3L,1,0,0.9019432284637017
RPL5,0,0,0.9996592430981817
RPL7A,0,0,0.9996593427931979
RPL7L1,0,0,0.9152464489479033
RPL9,0,0,0.9994720434462925
RPN2,1,0,0.9852823138968054
RPP38,0,0,0.9985870408978867
RPS15,0,0,0.9994714272665541
RPS19,0,0,0.9991499478416752
RPS19BP1,1,0,0.7595119342110753
RPS20,0,0,0.9995613793380516
RPS21,0,0,0.9990468439168263
RPS23,0,0,0.9970652339707418
RPS24,0,0,0.9995011393821563
RPS28,0,0,0.9989008254204504
RPS4X,0,0,0.9980465425979897
RPS5,0,0,0.9997051754379959
RPS6KA1,1,1,0.44005710487729377
RPTN,1,1,0.0003161962599634527
RPUSD4,1,1,0.3373098389003842
RRBP1,1,0,0.6306003951497564
RREB1,1,1,0.01814127562060256
RRP36,1,0,0.9972090494672259
RRS1,0,0,0.9984430614979886
RSAD1,1,1,0.04155810005859027
RSPH14,1,1,0.007796878940419427
RSPH4A,1,1,0.0014840150819533603
RTCA,1,0,0.9838232953150154
RTCB,1,0,0.9540614327253802
RTL4,1,1,0.004695235742486925
RTN4IP1,1,1,0.037545511806640355
RTN4RL1,1,1,0.000201664613370367
RTP1,1,1,0.00022808933497979743
RTP4,1,1,0.00048228979517327407
RTRAF,1,0,0.9085912704427287
RUFY1,1,1,0.2967440088636737
RUSC1,1,1,0.07826781363946303
RWDD2A,1,1,0.000713735452111075
RXYLT1,1,1,0.19356451175862735
S100A10,1,1,0.17573395586399929
S1PR3,1,1,0.0010572913276329255
SAA4,1,1,0.000502446477520957
SACS,1,1,0.029637004991805483
SAGE1,1,1,0.0006139298244633995
SALL1,1,1,0.020208375574433324
SALL4,1,1,0.013174731571471487
SAMD15,1,1,0.0017575450166598006
SAMD9L,1,1,0.0012898897986428847
SAP18,0,0,0.992069027961991
SAP30,1,0,0.7227826347218885
SAP30L,1,1,0.34051454406893794
SAPCD2,1,1,0.09849231572137783
SARDH,1,1,0.00893617199086233
SARS1,0,0,0.9924253751651584
SASH1,1,1,0.0012134479707748614
SAYSD1,1,1,0.00516393438015691
SBDS,0,0,0.9181532574613165
SCAMP2,1,1,0.015171306810759278
SCAND1,1,1,0.029311407179862848
SCAP,0,1,0.13886145130835098
SCARB2,1,1,0.14041458493152265
SCCPDH,1,1,0.032361315106640906
SCGB2A2,1,1,0.003348732157678602
SCN10A,1,1,0.0007441643478485416
SCN2B,1,1,0.0220782922951817
SCN3B,1,1,0.029260808474869993
SCNN1G,1,1,0.0035024499113788577
SCRT1,1,1,0.00020282669296765033
SDC1,1,1,0.0801734686376772
SDC2,1,1,0.0030130118874557186
SDC4,1,1,0.0016936822955072705
SDCBP,1,1,0.06716047976571293
SDF2L1,1,1,0.32322850920755875
SDHC,0,1,0.43345973896955137
SDR16C5,1,1,0.0035980548717033265
SDR9C7,1,1,0.005236024168652309
SDSL,1,1,0.007010183909054191
SEC11C,1,0,0.5108281953218904
SEC14L3,1,1,0.000153529209748815
SEC24B,1,0,0.9087920346148859
SEC24D,1,0,0.7445397173206325
SEC61A1,0,0,0.9674146786614932
SEC61G,0,0,0.6980240243502404
SECISBP2L,1,1,0.003629847229250949
SELENON,1,1,0.1953571072390037
SELENOT,1,0,0.8212213423847871
SELENOW,1,1,0.04755000614190539
SEM1,0,0,0.8110141391698175
SEMA3D,1,1,0.00015306065532939562
SEMA6D,1,1,0.0004446445956901246
SENP2,1,1,0.17402302818178614
SEPHS1,1,0,0.5761753057914861
SEPHS2,1,1,0.020911674907675225
SEPTIN10,1,1,0.28803890358005046
SEPTIN12,1,1,0.10437136271610388
SEPTIN14,1,1,0.020669553869142675
SEPTIN3,1,1,0.16517867146292012
SEPTIN8,1,1,0.15277025891221915
SERHL2,1,1,0.006456148456928434
SERINC1,1,1,0.020915986227707527
SERINC3,1,1,0.005977187259941197
SERPINA11,1,1,0.0009210580088918729
SERPINA5,1,1,0.0139225100442248
SERPINB12,1,1,0.021402670699113568
SERPINB7,1,1,0.001245360498905168
SERPINB8,1,1,0.005597402464075374
SERPINB9,1,1,0.016601277811465632
SERPINE3,1,1,0.0008087280812725806
SERPING1,1,1,0.0009811143490792706
SESN1,1,1,0.025893930865424585
SETD5,1,1,0.19590686791418194
SETD6,1,1,0.08565914279815148
SEZ6,1,1,0.000319434281705544
SF3A3,0,0,0.9994261979041287
SFT2D1,1,1,0.21865227211322086
SFTA2,1,1,0.00047365129137448835
SFTPB,1,1,0.00026598671851939536
SFTPC,1,1,0.002237005366088085
SGCE,1,1,0.0012425097354023863
SGIP1,1,1,0.008463471564998515
SGK3,1,1,0.0020873906891075377
SGPP1,1,1,0.001221281587714207
SH2B3,1,1,0.0025656664407454287
SH2D4A,1,1,0.019673179735654932
SH2D6,1,1,0.0008897984815859794
SH3BGRL3,1,1,0.010416645047591688
SH3GLB2,1,1,0.047638526512034804
SH3PXD2B,1,1,0.021189378318990225
SH3YL1,1,1,0.0326901699034919
SHCBP1L,1,1,0.00028706559823514776
SHISA4,1,1,0.001429489118226046
SHISA6,1,1,0.0007259023200650305
SHOC2,1,1,0.08801141341836208
SHPK,1,1,0.007623766999543624
SHPRH,1,0,0.7500437746734877
SHQ1,1,0,0.9469125853042936
SHROOM2,1,1,0.0009664982573986403
SIGLEC5,1,1,0.016177724350373113
SIGLEC6,1,1,0.00019570210009095534
SIGMAR1,1,1,0.295859214017627
SIKE1,1,1,0.1632276962976979
SIN3A,0,0,0.7565064128304256
SIPA1L1,1,1,0.025640278214298227
SIRPD,1,1,0.0014020479089224657
SIVA1,1,1,0.09155131912410537
SIX3,1,1,0.0014436070454767358
SIX6,1,1,0.0013087403180596757
SKA1,1,0,0.979967889955019
SKA3,0,0,0.9355789836116701
SKIL,1,1,0.08934601597254054
SKOR1,1,1,0.0009649345348135774
SLA2,1,1,0.0026528515925891226
SLAMF6,1,1,0.0006949795217266131
SLBP,0,0,0.9950312022718691
SLC10A1,1,1,0.0067268114834115765
SLC10A2,1,1,0.0021724225018552312
SLC10A6,1,1,0.0020658611499004055
SLC10A7,1,1,0.009204870888497096
SLC12A2,1,1,0.058308820027614394
SLC12A7,1,1,0.024050451056999968
SLC15A3,1,1,0.002184035752619706
SLC16A2,1,1,0.000417086853657056
SLC16A3,1,1,0.01399760738013942
SLC16A5,1,1,0.0010945184183906332
SLC16A7,1,1,0.00047320905227922206
SLC17A1,1,1,0.0001352583993117773
SLC17A3,1,1,0.000347200196709474
SLC17A8,1,1,0.0003678718469622533
SLC18A3,1,1,0.0018600762632706713
SLC19A3,1,1,0.0002971950355902253
SLC1A2,1,1,0.0008260973287552598
SLC20A2,1,1,0.00700674147063216
SLC22A14,1,1,0.0003286441635691029
SLC22A15,1,1,0.001504137633606295
SLC22A23,1,1,0.0018931488420115383
SLC22A5,1,1,0.0009027033808596153
SLC22A9,1,1,0.002469578872324407
SLC24A3,1,1,0.0002642569758363744
SLC25A1,1,1,0.1430793253756518
SLC25A10,1,1,0.35875363064416643
SLC25A15,1,1,0.016702106386198966
SLC25A17,1,1,0.2800463461053945
SLC25A2,1,1,0.0006953052029987861
SLC25A22,1,1,0.03600867685577752
SLC25A30,1,1,0.0006288222611975369
SLC25A34,1,1,0.000341834432535415
SLC25A38,1,1,0.026784932965728835
SLC25A39,1,1,0.0016770912802897664
SLC25A4,1,1,0.27485505457794546
SLC26A11,1,1,0.003352450790798334
SLC26A2,1,1,0.011753079589000159
SLC26A6,1,1,0.006744803734960525
SLC26A7,1,1,0.00017790107265013287
SLC27A1,1,1,0.003284963782316985
SLC27A2,1,1,0.007278664369396348
SLC28A2,1,1,0.0020690469689638724
SLC29A1,1,1,0.06079727317738998
SLC29A2,1,1,0.0011064063145489022
SLC2A1,1,1,0.13295720905961367
SLC2A12,1,1,0.007254376344282954
SLC2A9,1,1,0.0006588098922076235
SLC30A10,1,1,0.0007078077821141892
SLC35D1,1,1,0.007786189326037396
SLC35E1,1,1,0.05753743983020866
SLC35F1,1,1,0.0014263038564894192
SLC35F2,1,1,0.012361546009679193
SLC35F6,1,1,0.0408301396221528
SLC36A1,1,1,0.003355083940642445
SLC36A3,1,1,0.00013095946133762082
SLC38A10,1,1,0.017659723842760155
SLC38A7,1,1,0.015424906620177047
SLC39A10,1,1,0.014697552641976318
SLC39A13,1,1,0.005424675661754063
SLC39A14,1,1,0.035856746097397287
SLC39A3,1,1,0.0034063718165656233
SLC39A7,0,1,0.00974378919925677
SLC43A3,1,1,0.0009683707990336243
SLC44A5,1,1,0.00036543004286603286
SLC45A3,1,1,0.02460999411828091
SLC46A3,1,1,0.0018354174808152934
SLC49A4,1,1,0.012519912743174034
SLC4A7,1,1,0.020067613153096554
SLC51B,1,1,0.0006815692875036472
SLC52A3,1,1,0.004513798763322319
SLC5A2,1,1,0.000590661047667429
SLC5A7,1,1,0.0002514439574877847
SLC6A11,1,1,0.0010268208379182963
SLC6A13,1,1,0.0003739485138589127
SLC6A15,1,1,0.012502863469662718
SLC6A4,1,1,0.006586412092284999
SLC7A1,1,1,0.05415630566071624
SLC7A10,1,1,0.0009723058102506177
SLC7A13,1,1,0.0001768191795638807
SLC7A7,1,1,0.0008880946522657696
SLC8A3,1,1,0.0010808302790696444
SLC9A3,1,1,0.00043745948761073625
SLC9A9,1,1,0.00036376786073071264
SLCO1A2,1,1,0.00011985515233388089
SLCO1C1,1,1,0.0001354325095490827
SLCO2B1,1,1,0.0008306843097723671
SLCO3A1,1,1,0.0005273464488316337
SLCO5A1,1,1,0.0006471198148157442
SLF2,1,1,0.02620682676187832
SLFNL1,1,1,0.0003301752348624953
SLIT1,1,1,0.0004135710607729659
SLN,1,1,0.006363949409698155
SLU7,0,0,0.9957559388451293
SLURP1,1,1,0.00813137025994316
SMAD3,1,1,0.11893897460186684
SMAD9,1,1,0.003097672974445764
SMAGP,1,1,0.0015821738089156212
SMARCA2,1,0,0.559213089479181
SMC1A,0,0,0.9712951441873325
SMG7,1,0,0.8728548955292558
SMG9,1,1,0.4314530441093144
SMIM1,1,1,0.001669221487209982
SMIM15,1,1,0.004736844933127804
SMIM7,1,1,0.0013948863747444752
SMNDC1,0,0,0.9938959488708609
SMO,1,1,0.02041607451222932
SMPD4,1,1,0.10212858486393958
SMUG1,1,1,0.3334327836877504
SNAP47,1,1,0.02957283275946442
SNAPC3,0,0,0.8502587494428671
SNAPC5,0,0,0.8953629516048078
SNN,1,1,0.0016517294936565729
SNORC,1,1,0.025850730931516065
SNRK,1,1,0.03368249636460323
SNRNP27,0,0,0.9788521199781675
SNX10,1,1,0.0008510779661600632
SNX11,1,1,0.0038591217411281685
SNX16,1,1,0.013781949449929365
SNX22,1,1,0.00024282816807740247
SNX33,1,1,0.013937616060260182
SNX6,1,1,0.3999765876698165
SNX7,1,1,0.30995551499702473
SNX8,1,1,0.25046503673693116
SOAT1,1,1,0.0424336350115523
SORBS3,1,1,0.0016430100244624213
SORD,1,1,0.14303086599592882
SORT1,1,1,0.040943869995848994
SOSTDC1,1,1,0.0009086774965324617
SOWAHB,1,1,0.0008122036028271439
SOX3,1,1,0.0016587800470587166
SOX6,1,1,0.0040588112472017875
SOX7,1,1,0.001046350073154334
SP4,1,1,0.005472420164607528
SP8,1,1,0.00024311397188705452
SPACA9,1,1,0.02531222611322439
SPAG5,1,0,0.8969533535967287
SPAG7,1,1,0.0822884691830815
SPANXB1,1,1,0.04852766882947398
SPATA25,1,1,0.0007968611323788122
SPATA31E1,1,1,0.0011247666238915377
SPATA32,1,1,0.0003634357468202287
SPATA5,0,0,0.6481173024620153
SPATA6L,1,1,0.00015858086262034998
SPATC1,1,1,0.0025327698270765863
SPATC1L,1,1,0.005767155844779293
SPATS2,1,1,0.03550343029614753
SPC25,0,0,0.9841241151553669
SPCS2,0,0,0.9517452544350334
SPEM1,1,1,0.0003562648395644019
SPHK1,1,1,0.01512745999353311
SPHKAP,1,1,0.0005255383315059369
SPI1,1,1,0.008124649697281628
SPIB,1,1,0.0005724819118432701
SPIC,1,1,0.0006822462083237446
SPIN3,1,1,0.005259761799890262
SPINK5,1,1,0.0007521652833102799
SPINK6,1,1,0.0003048634375788839
SPINT4,1,1,0.0005319715998643116
SPNS1,1,1,0.012276887299679785
SPNS3,1,1,0.0014037192061179481
SPP2,1,1,0.0012606980741866835
SPRN,1,1,0.0002936642026672764
SPRR4,1,1,0.0007768145021140316
SPRY4,1,1,0.00175995456437944
SPRYD4,1,1,0.005473708830454516
SPRYD7,1,1,0.0005517699652429209
SPTAN1,1,1,0.09637971969915521
SPTB,1,1,0.1294246836817683
SPZ1,1,1,0.0008879563308047845
SQOR,1,1,0.202343050202634
SRBD1,0,1,0.11665232386413052
SRD5A1,1,1,0.005856714087427784
SREBF2,1,1,0.3142879204796696
SREK1IP1,1,1,0.12629380655877293
SRMS,1,1,0.0007959833817556383
SRPK2,1,0,0.8758772642587955
SRPK3,1,1,0.38075122002181255
SRPX2,1,1,0.004840489908225265
SRRM1,0,0,0.9973001982497177
SRSF9,1,0,0.9265711276930719
SSH1,1,1,0.02468107801133066
SSR1,1,0,0.6648108410076807
SSRP1,0,0,0.9949565858605945
SSTR1,1,1,0.000490365575409779
SSX1,1,1,0.0015433245393825512
SSX2IP,1,1,0.19778429140365567
ST3GAL3,1,1,0.0052517492357467945
ST6GAL2,1,1,0.0017651224306699299
ST6GALNAC1,1,1,0.0008146799803283589
ST6GALNAC5,1,1,0.00018667148912816512
STAG2,1,0,0.9475589328300446
STAG3,1,1,0.2296671493725789
STAMBP,1,1,0.17873095987534496
STARD10,1,1,0.001267795646973835
STARD5,1,1,0.0025980959983181616
STAT2,1,1,0.27720547411108554
STAT3,1,0,0.5181794595571623
STAT4,1,1,0.006084464341277629
STATH,1,1,0.0006117562341350968
STBD1,1,1,0.02296931365496596
STEAP4,1,1,0.0005763924355023375
STIM2,1,1,0.01986079101567446
STIMATE,1,1,0.0012598419633810143
STING1,1,0,0.9461486843835827
STK19,1,1,0.02287158177493732
STK26,1,0,0.5753899210069132
STK32C,1,1,0.000405098812542648
STK4,1,1,0.06960770481021161
STOX1,1,1,0.005049517254097136
STPG2,1,1,0.00034324510578024323
STRA8,1,1,0.0012444852614307057
STRADA,1,1,0.05064182115164725
STRAP,0,0,0.9885015426463559
STRIP1,1,1,0.09947963982164054
STRIP2,1,1,0.0014791061028281872
STUM,1,1,0.005486549797751983
STX11,1,1,0.012270976278390511
STX2,1,1,0.04664398799839341
STX4,1,1,0.18203763591886446
STX8,1,1,0.1966279626398149
STXBP2,1,1,0.012475558336029868
SUCLG2,1,1,0.4143867046680727
SUFU,1,1,0.031424338588771486
SUGP2,1,0,0.6520785221000056
SULF1,1,1,0.002432029708680039
SULF2,1,1,0.001491834881654963
SULT1C3,1,1,0.0005689493275699786
SULT1E1,1,1,0.0055591207555480745
SUOX,1,1,0.04774450152561164
SURF4,1,1,0.4769544591174621
SUSD3,1,1,0.0018455572324525215
SV2A,1,1,0.03729444041309647
SWSAP1,1,1,0.03439158330258206
SYBU,1,1,0.003348114181264994
SYCP2L,1,1,0.008039546930991692
SYDE1,1,1,0.007388859436000606
SYNRG,1,1,0.06593641331599236
SYT1,1,1,0.02974559960074279
SYT13,1,1,0.0008599770618037738
SYT17,1,1,0.009512452688375328
SYTL5,1,1,0.008828289603344175
SZT2,1,1,0.06347677853068123
TAAR8,1,1,0.001117220271744368
TAC1,1,1,0.003036344910055688
TACSTD2,1,1,0.010473135710946635
TADA2B,1,0,0.7601974374161742
TAF1,0,0,0.9031172624137916
TAF10,0,0,0.9970264869945117
TAF11,1,0,0.9908035931786744
TAF13,1,0,0.98000296720527
TAF1A,1,0,0.99080153728545
TAF1B,0,0,0.9913829280656106
TAF1D,1,0,0.9460783650427596
TAF4,1,0,0.9888486908096501
TAF5L,1,0,0.8738769186122898
TAF6L,1,0,0.8522737863176836
TAF9B,1,0,0.9676300562450546
TAFA2,1,1,0.004913583031713731
TALDO1,1,0,0.815177253507068
TAMM41,1,1,0.10370252574065524
TAOK1,1,1,0.023162953854282298
TAOK3,1,1,0.005297072874142772
TARDBP,0,0,0.850941213351241
TARS2,1,0,0.6236856242187828
TAS2R10,1,1,0.00037093241884157414
TAS2R16,1,1,0.0006448006203338186
TAS2R43,1,1,0.0033898526046052925
TAS2R9,1,1,0.0002948459900114275
TASOR,1,1,0.1920224528619632
TASOR2,1,0,0.5063540382463085
TATDN2,1,1,0.011193603817214248
TAX1BP1,1,1,0.4883667653774689
TAX1BP3,1,1,0.052417223690834215
TBC1D1,1,1,0.003229088474943731
TBC1D10B,1,1,0.02090433102601502
TBC1D10C,1,1,0.0013490189346388793
TBC1D2,1,1,0.001464405820516068
TBC1D21,1,1,0.0028548060239510843
TBC1D5,1,1,0.03589382378989826
TBC1D8,1,1,0.021475707385982666
TBC1D9,1,1,0.01434595071684679
TBCEL,1,1,0.0010711092323283488
TBL1XR1,1,0,0.874028577333072
TBL2,1,1,0.3574650192771526
TBR1,1,1,0.0021438398260844593
TBX1,1,1,0.004558695532169465
TBXT,1,1,0.08824823831077995
TCAF1,1,1,0.368456537630015
TCEA1,1,0,0.9983099514877136
TCEA2,1,0,0.9832481428671788
TCEAL1,1,1,0.005048410351089272
TCEAL8,1,1,0.024795378036866413
TCF12,1,1,0.08669892619078177
TCIRG1,1,0,0.6658061749056797
TCL1B,1,1,0.0310173176477771
TDO2,1,1,0.00430454541814852
TDRD10,1,1,0.0003614336161063547
TDRD5,1,1,0.02264011660819326
TDRD7,1,1,0.1478544902201444
TDRP,1,1,0.0011320298615468349
TECPR2,1,1,0.025804020587037714
TECTA,1,1,0.003175653614995244
TEFM,1,0,0.7849014243697345
TENM4,1,1,0.0005125671733593351
TERF2,0,0,0.769267341909548
TESC,1,1,0.0026303725303742807
TESMIN,1,1,0.00576013906783387
TET2,1,1,0.15871366069979298
TEX101,1,1,0.0027969383891195076
TEX13B,1,1,0.0021903573054077308
TEX14,1,1,0.033953709984612834
TEX29,1,1,0.0008345117821078052
TEX33,1,1,0.0004909796636257014
TEX35,1,1,0.0016707230557847842
TEX36,1,1,0.003906870951431174
TEX43,1,1,0.0006348740386872054
TFAP2B,1,1,0.001318195190850302
TFDP1,1,0,0.6983358325534559
TFDP2,1,1,0.12486072380311186
TFPI2,1,1,0.0051339353761366
TGFB1I1,1,1,0.0004149716889632504
TGFBR3,1,1,0.003357929072561272
TGFBRAP1,1,1,0.22401226798822865
TGM4,1,1,0.00028611692340323457
THAP1,0,1,0.021184553840684194
THAP8,1,1,0.0017841623750240233
THBD,1,1,0.0007966573401758104
THEG,1,1,0.003581029654575263
THEM4,1,1,0.00872661685827113
THEM5,1,1,0.0007790320029098186
THEMIS2,1,1,0.0005562387820520654
THG1L,1,0,0.5608075005639712
THOC1,0,0,0.9675154096384789
THOC7,0,0,0.984080188868302
THRB,1,1,0.006279614690899937
THSD4,1,1,0.0014989677236220689
THSD7A,1,1,0.0004744699404757191
THUMPD3,1,0,0.623634610181988
THY1,1,1,0.007451508566186449
TIAM1,1,1,0.007119546572070245
TICAM2,1,1,0.0016836181668969052
TICRR,0,1,0.470722968462035
TIFA,1,1,0.025885206609640377
TIMM29,1,1,0.3061814555436665
TIMP4,1,1,0.0002424330104272787
TINF2,0,0,0.686129398045286
TIPARP,1,1,0.01845316496041697
TK1,1,0,0.7445987710763119
TLCD4,1,1,0.07873961376188676
TLN2,1,1,0.0018756411040064314
TLR7,1,1,0.027135418700561586
TM2D1,1,1,0.00032159211774912544
TM2D3,1,1,0.03073535538964032
TM4SF1,1,1,0.0006621952692308697
TM4SF5,1,1,0.0001724788897338847
TM6SF1,1,1,0.0005192927596261554
TM7SF2,1,1,0.0269167313273345
TM7SF3,1,1,0.005362162343172272
TM9SF4,1,1,0.05535911079651571
TMA16,0,0,0.8607288432152084
TMBIM4,1,1,0.013108950669093644
TMC1,1,1,0.0007944066920086868
TMC3,1,1,0.0005034174502106858
TMC4,1,1,0.0031080447352834217
TMC5,1,1,0.000515157890482909
TMCC2,1,1,0.0044355835974759115
TMCO2,1,1,0.0001804263492868885
TMCO6,1,1,0.055551039002704285
TMED2,1,0,0.6767671997353601
TMED4,1,1,0.014295336605310415
TMED5,1,1,0.0017995729185179554
TMED8,1,1,0.02947509442034746
TMEFF1,1,1,0.0002582163704231477
TMEM100,1,1,0.0015598338536918055
TMEM101,1,1,0.0027053249570482387
TMEM102,1,1,0.0030823858813281424
TMEM108,1,1,0.002077680793744374
TMEM11,1,1,0.2563376179045565
TMEM115,1,1,0.10910584861737775
TMEM120B,1,1,0.003429731212043041
TMEM121,1,1,0.0003095659834775333
TMEM147,1,0,0.5588172655370872
TMEM14B,1,1,0.006967183585042691
TMEM14C,1,1,0.04839730920403158
TMEM161A,1,1,0.034425394869783466
TMEM163,1,1,0.0005836592846732436
TMEM167A,1,1,0.023711684823613056
TMEM168,1,1,0.002888691807912391
TMEM171,1,1,0.007406990905165745
TMEM176A,1,1,0.0007438021247242133
TMEM187,1,1,0.0004060013872195345
TMEM19,1,1,0.00503077365538872
TMEM190,1,1,0.0005678535396495876
TMEM200A,1,1,0.009573043783391178
TMEM208,1,0,0.5501377312487212
TMEM215,1,1,0.0008839129564915171
TMEM223,1,1,0.014924115548008942
TMEM245,1,1,0.0012278681518700818
TMEM253,1,1,0.0001437329931784359
TMEM259,1,1,0.10763990972201402
TMEM266,1,1,0.04413918207830546
TMEM41A,1,1,0.002499786367204493
TMEM41B,1,1,0.10172372063099862
TMEM43,1,1,0.03990470303979016
TMEM45B,1,1,0.0021772596498546236
TMEM52B,1,1,0.00105650037883116
TMEM63A,1,1,0.005194353913881256
TMEM65,1,1,0.008067502561877271
TMEM69,1,1,0.0010401105732415262
TMEM71,1,1,0.0005098273288927424
TMEM97,1,0,0.5263724440189186
TMEM9B,1,1,0.011330558416794012
TMIGD1,1,1,0.00022766363245787513
TMLHE,1,1,0.1232870549546825
TMOD4,1,1,0.0046464405029207016
TMPRSS11A,1,1,0.0005171146763310097
TMPRSS11F,1,1,0.0003852898074951039
TMPRSS15,1,1,0.0011378408421341634
TMPRSS4,1,1,0.0036523050014907856
TMSB4X,1,1,0.013034975197554722
TMTC2,1,1,0.0005661252100734648
TMTC4,1,1,0.010574500190174373
TMUB1,1,1,0.041912926896968385
TMX1,1,1,0.2279985973517892
TNFRSF10A,1,1,0.019508752495294712
TNFRSF10D,1,1,0.0014173555495523126
TNFRSF1A,1,1,0.11847974772334116
TNFRSF1B,1,1,0.02285828026355611
TNFRSF25,1,1,0.0011825786792636571
TNFSF13,1,1,0.00032521496429421815
TNFSF15,1,1,0.00020299027436984085
TNIK,1,1,0.0009029876536325587
TNK1,1,1,0.00047835838815050156
TNKS1BP1,1,1,0.32740227047773585
TNNI3,1,1,0.0015357303222371498
TNNT2,1,1,0.005394784460606317
TNP1,1,1,0.004728663911909836
TNPO1,1,0,0.8779514832534098
TNS1,1,1,0.0007995511212714578
TOGARAM1,1,1,0.05556647334422523
TOM1L2,1,1,0.003348455906723413
TOMM20,1,0,0.8353740673248584
TONSL,0,1,0.35669757521870665
TOP2A,0,0,0.9922691446353479
TOP3B,1,0,0.5767032664785187
TOX3,1,1,0.019563929935659797
TP53BP1,1,0,0.9527802797011885
TP53I3,1,1,0.02278099517445481
TP63,1,1,0.03340459002094025
TPBGL,1,1,0.0004655737159117712
TPCN2,1,1,0.03276367064914172
TPD52L3,1,1,0.0002015406306388301
TPGS1,1,1,0.1217579708924752
TPP1,1,1,0.16313549642637942
TPPP3,1,1,0.001243918619754214
TPRG1,1,1,0.0001975992104229607
TPRKB,1,0,0.9282707820919287
TPTE2,1,1,0.01600597799429111
TRA2B,1,0,0.9866339246981664
TRAF3IP2,1,1,0.005326508648317829
TRAF4,1,1,0.04843178968415533
TRAF6,1,1,0.26214027377584515
TRAF7,1,1,0.3689639411711375
TRAIP,1,0,0.7303164143076886
TRANK1,1,1,0.00039791745615282983
TRAPPC12,1,0,0.9480322008375561
TRAT1,1,1,0.0044085581830104244
TREX2,1,1,0.004212017915205213
TRHR,1,1,0.0005386950518198041
TRIM13,1,1,0.18789112760646945
TRIM16,1,1,0.0020427329655645756
TRIM41,1,1,0.15215591651200822
TRIM46,1,1,0.0008685587247899251
TRIM65,1,1,0.013080725249928093
TRIM8,1,1,0.17637606697653802
TRIR,1,0,0.597326481339337
TRMT10A,1,0,0.754702078777881
TRMT12,1,1,0.44541278031184667
TRMT1L,1,0,0.9109939576140812
TRMT2A,1,0,0.5548709544059879
TRMT2B,1,1,0.30351615077418337
TRNP1,1,1,0.0005410110198705964
TRPC3,1,1,0.003775109017138367
TRPC4AP,1,0,0.5565779152300526
TRPC7,1,1,0.002055115228939264
TRPM4,1,1,0.004320580067056379
TRPM5,1,1,0.000637388140566697
TSC1,1,1,0.35630768412404745
TSFM,1,0,0.6822380825483039
TSG101,0,0,0.8416128930274611
TSGA10IP,1,1,0.02296725688708028
TSHZ2,1,1,0.008808129675775956
TSKS,1,1,0.004145564698089221
TSNAX,1,0,0.8850718952491586
TSPAN11,1,1,0.00022661197046089932
TSPAN13,1,1,0.0004024808121447232
TSPAN15,1,1,0.009824272034179205
TSPAN16,1,1,0.00038823305769468685
TSPAN17,1,1,0.018317021258101175
TSPAN3,1,1,0.0030136817528457318
TSPAN5,1,1,0.001643769543487683
TSPYL2,1,1,0.05765313694452815
TSPYL5,1,1,0.006551859779001157
TSR2,0,0,0.7819573930002479
TSSK1B,1,1,0.000715381033065432
TTBK2,1,1,0.0030851735184005526
TTC13,1,1,0.1194796398921673
TTC17,1,1,0.10235111929923342
TTC27,0,0,0.7558358258281349
TTC3,1,1,0.021685620598386513
TTC31,1,1,0.001525330433923322
TTC36,1,1,0.0014855184524054765
TTF2,1,0,0.8159395621593635
TTI2,0,0,0.9586950108530917
TTLL11,1,1,0.003946431150464747
TTLL2,1,1,0.0011801550075220101
TTLL5,1,1,0.02743878081372081
TTN,1,1,0.07495954735455962
TTPAL,1,1,0.008658914243657011
TTR,1,1,0.23687837334436684
TTYH3,1,1,0.04840087117527035
TUB,1,1,0.030340219521499324
TUBA1B,0,0,0.8456072063459465
TUBA8,1,1,0.186241685112131
TUBB3,1,0,0.7479331533406351
TUBB4A,1,1,0.4264716050760732
TUBE1,1,1,0.1354598506612393
TUFT1,1,1,0.08316996294730176
TULP1,1,1,0.0004181922724095788
TWF2,1,1,0.006288717828712898
TXK,1,1,0.010406505442663739
TXNDC11,1,1,0.0021926564425050034
TXNDC17,1,1,0.14970705323542216
TXNDC2,1,1,0.002060203279685713
TXNDC5,1,1,0.296213557695277
TXNL4B,0,0,0.8562014993393682
TYROBP,1,1,0.007502644297032857
TYW5,1,1,0.09314052944949812
UAP1L1,1,1,0.0010311963444059491
UBAP1,0,1,0.27499465931782047
UBASH3B,1,1,0.01952604687101487
UBE2B,1,0,0.8469886032391802
UBE2E2,1,1,0.04326894502352756
UBE2G1,1,1,0.18542357721187913
UBE2G2,1,0,0.5410013038251356
UBE2Q1,1,1,0.13608077295097432
UBE2R2,1,1,0.21330183812503586
UBE2V1,1,0,0.5473457368965006
UBE3B,1,1,0.021664840526548622
UBE3C,1,0,0.5399718865707784
UBL3,1,1,0.0015272106562247312
UBL7,1,1,0.02148156105870922
UBLCP1,1,0,0.5957587360043063
UBN2,1,1,0.019930593694565058
UBQLN4,1,1,0.4017753655895824
UBR4,0,0,0.7140946872201386
UBTF,0,0,0.9810309507896307
UBXN1,1,0,0.647223413200493
