ROC-AUC,Accuracy,BA,Sensitivity,Specificity,MCC,CM
0.9575163482007418,0.890629532927183,0.8902446175222118,0.889795918367347,0.8906933166770769,0.5405870317120025,"[[ 218   27]
 [ 350 2852]]"
0.9599370291526979,0.8961415723817813,0.895096177134189,0.8938775510204081,0.89631480324797,0.554053178914115,"[[ 219   26]
 [ 332 2870]]"
0.9538515468648421,0.8885987815491732,0.8948055424543334,0.9020408163265307,0.8875702685821362,0.5419769083921587,"[[ 221   24]
 [ 360 2842]]"
0.9627324758760468,0.8903394255874674,0.8976271208045992,0.9061224489795918,0.8891317926296065,0.5473572125685082,"[[ 222   23]
 [ 355 2847]]"
0.9531888368949735,0.887695879280325,0.878992125823,0.8688524590163934,0.8891317926296065,0.5243887882377574,"[[ 212   32]
 [ 355 2847]]"
0.9514257670588535,0.8854076008123005,0.8836645463931981,0.8816326530612245,0.8856964397251718,0.5263220500670227,"[[ 216   29]
 [ 366 2836]]"
0.9639396295682545,0.8917899622860458,0.8984078828283344,0.9061224489795918,0.8906933166770769,0.5503445694844967,"[[ 222   23]
 [ 350 2852]]"
0.9591683769072901,0.8993327531186539,0.8949291896646229,0.889795918367347,0.9000624609618988,0.5592164488424151,"[[ 218   27]
 [ 320 2882]]"
0.9620262845925377,0.8958514650420656,0.9005940164947928,0.9061224489795918,0.8950655840099938,0.5589040920979655,"[[ 222   23]
 [ 336 2866]]"
0.9522941604120376,0.8903076030179918,0.8822905253888451,0.8729508196721312,0.8916302311055591,0.531602396897183,"[[ 213   31]
 [ 347 2855]]"
0.9555507399711914,0.8883086742094575,0.8908800622060191,0.8938775510204081,0.8878825733916302,0.5376975121329567,"[[ 219   26]
 [ 359 2843]]"
0.9582684291705441,0.8883086742094575,0.8927647261278028,0.8979591836734694,0.8875702685821362,0.539545824134744,"[[ 220   25]
 [ 360 2842]]"
0.9528483473339366,0.8836669567740064,0.8827276319647159,0.8816326530612245,0.8838226108682073,0.5228989614216786,"[[ 216   29]
 [ 372 2830]]"
0.9550816454001962,0.8909196402668987,0.8904007699269589,0.889795918367347,0.8910056214865709,0.5411860505176568,"[[ 218   27]
 [ 349 2853]]"
0.9643652532740807,0.8990133488102148,0.907798404685596,0.9180327868852459,0.8975640224859462,0.5703773785450136,"[[ 224   20]
 [ 328 2874]]"
0.9532639039375901,0.8859878154917319,0.8802075233591251,0.8734693877551021,0.886945658963148,0.5237409961461533,"[[ 214   31]
 [ 362 2840]]"
0.961331565730602,0.890629532927183,0.8958986092875627,0.9020408163265307,0.8897564022485946,0.5461147651718485,"[[ 221   24]
 [ 353 2849]]"
0.9554768065877195,0.8967217870612126,0.8841004984129817,0.8693877551020408,0.8988132417239225,0.5442957396700006,"[[ 213   32]
 [ 324 2878]]"
0.9601715764381955,0.8920800696257616,0.8929100434677306,0.8938775510204081,0.8919425359150531,0.5454382867798803,"[[ 219   26]
 [ 346 2856]]"
0.9581255567729186,0.8862449216482878,0.8895695313379957,0.8934426229508197,0.8856964397251718,0.5326958547126417,"[[ 218   26]
 [ 366 2836]]"
0.9545717599969408,0.897302001740644,0.8900667949878265,0.8816326530612245,0.8985009369144284,0.5510820255557061,"[[ 216   29]
 [ 325 2877]]"
0.9556310469222042,0.8888888888888888,0.8893077030937298,0.889795918367347,0.8888194878201124,0.5370230656713324,"[[ 218   27]
 [ 356 2846]]"
0.9593277160958075,0.8885987815491732,0.8853822228454156,0.8816326530612245,0.8891317926296065,0.5327247619906351,"[[ 216   29]
 [ 355 2847]]"
0.9620211857385051,0.8888888888888888,0.8968463587808639,0.9061224489795918,0.8875702685821362,0.5444052391046799,"[[ 222   23]
 [ 360 2842]]"
0.9560878958847441,0.8894370284387696,0.8856081240208477,0.8811475409836066,0.8900687070580887,0.5335429501360255,"[[ 215   29]
 [ 352 2850]]"
0.9576208747084094,0.8914998549463301,0.8963670665018038,0.9020408163265307,0.8906933166770769,0.5479094225054536,"[[ 221   24]
 [ 350 2852]]"
0.9630779232367525,0.8909196402668987,0.894170097770526,0.8979591836734694,0.8903810118675828,0.54487249040249,"[[ 220   25]
 [ 351 2851]]"
0.9501676248263202,0.8880185668697418,0.8756465984270035,0.8612244897959184,0.8900687070580887,0.5222173982610675,"[[ 211   34]
 [ 352 2850]]"
0.959029433134903,0.892660284305193,0.9045303318079262,0.9183673469387755,0.8906933166770769,0.5576332380193884,"[[ 225   20]
 [ 350 2852]]"
0.9573115163678438,0.8911781775972142,0.884652010526208,0.8770491803278688,0.8922548407245472,0.5352717010244947,"[[ 214   30]
 [ 345 2857]]"
0.9552970719830718,0.8842471714534378,0.88303993677421,0.8816326530612245,0.8844472204871955,0.524034671231004,"[[ 216   29]
 [ 370 2832]]"
0.9570485283432548,0.8888888888888888,0.8836537113283789,0.8775510204081632,0.8897564022485946,0.5314569675019212,"[[ 215   30]
 [ 353 2849]]"
0.9615125750487578,0.8883086742094575,0.8908800622060191,0.8938775510204081,0.8878825733916302,0.5376975121329567,"[[ 219   26]
 [ 359 2843]]"
0.955490828436309,0.8946910356832027,0.8924307511886704,0.889795918367347,0.8950655840099938,0.5491078269427695,"[[ 218   27]
 [ 336 2866]]"
0.9572001617841308,0.8987231572838074,0.9000701405883618,0.9016393442622951,0.8985009369144284,0.5624703006269071,"[[ 220   24]
 [ 325 2877]]"
0.9531122130301215,0.8938207136640557,0.884423638287295,0.8734693877551021,0.8953778888194878,0.5398814722350812,"[[ 214   31]
 [ 335 2867]]"
0.962495379163533,0.8917899622860458,0.8946385549847672,0.8979591836734694,0.891317926296065,0.5466737411853899,"[[ 220   25]
 [ 348 2854]]"
0.9651901235197389,0.8944009283434871,0.911121238001759,0.9306122448979591,0.8916302311055591,0.566718609556112,"[[ 228   17]
 [ 347 2855]]"
0.950035054621474,0.8784450246591239,0.8761475608357022,0.8734693877551021,0.8788257339163024,0.509146274813262,"[[ 214   31]
 [ 388 2814]]"
0.9550370669970614,0.889727219965177,0.8800851926562292,0.8688524590163934,0.891317926296065,0.5285357235460139,"[[ 212   32]
 [ 348 2854]]"
0.9558847149103238,0.8871482448505947,0.8940247804305983,0.9020408163265307,0.8860087445346658,0.5390629708450796,"[[ 221   24]
 [ 365 2837]]"
0.9479636451707478,0.8958514650420656,0.8798627133551734,0.8612244897959184,0.8985009369144284,0.5386998692653447,"[[ 211   34]
 [ 325 2877]]"
0.9577993345995488,0.8946910356832027,0.8980847429540211,0.9020408163265307,0.8941286695815116,0.5546025080997006,"[[ 221   24]
 [ 339 2863]]"
0.968445741819526,0.8949811430229185,0.907664214967686,0.9224489795918367,0.8928794503435353,0.5643191187346165,"[[ 226   19]
 [ 343 2859]]"
0.950742875866518,0.8891468369123622,0.881665915769857,0.8729508196721312,0.8903810118675828,0.5292153224766691,"[[ 213   31]
 [ 351 2851]]"
0.9630486048260652,0.8978822164200754,0.9073410750933728,0.9183673469387755,0.89631480324797,0.5687290184424929,"[[ 225   20]
 [ 332 2870]]"
0.9574908539305791,0.8912097476066144,0.8849029305663552,0.8775510204081632,0.8922548407245472,0.5362379102574176,"[[ 215   30]
 [ 345 2857]]"
0.9478999094953409,0.8836669567740064,0.8751889762775816,0.8653061224489796,0.8850718301061836,0.5154017964079821,"[[ 212   33]
 [ 368 2834]]"
0.962320743412918,0.8932404989846243,0.9086119644609874,0.926530612244898,0.8906933166770769,0.562478498541394,"[[ 227   18]
 [ 350 2852]]"
0.955165060771444,0.8833430063842136,0.8728637839055509,0.860655737704918,0.8850718301061836,0.5119555818785438,"[[ 210   34]
 [ 368 2834]]"
