,number,value,datetime_start,datetime_complete,duration,params_actual_estimator__boosting_type,params_actual_estimator__learning_rate,params_actual_estimator__n_estimators,params_actual_estimator__n_voters,user_attrs_mean_fit_time,user_attrs_mean_score_time,user_attrs_mean_test_score,user_attrs_split0_test_score,user_attrs_split1_test_score,user_attrs_split2_test_score,user_attrs_split3_test_score,user_attrs_split4_test_score,user_attrs_std_fit_time,user_attrs_std_score_time,user_attrs_std_test_score,state
14,14,0.8786674260052474,2024-05-22 11:38:47.942255,2024-05-22 11:48:49.808731,0 days 00:10:01.866476,gbdt,0.3,140,10,118.8353401184082,1.417741060256958,0.8786674260052474,0.8493797104568219,0.8915625378293677,0.889838639532642,0.8812340760015178,0.8813221662058871,28.119381375046483,0.28937243674366514,0.015247855851974341,COMPLETE
15,15,0.8784885351286821,2024-05-22 11:38:47.954204,2024-05-22 11:49:37.227518,0 days 00:10:49.273314,gbdt,0.5,60,14,127.78755989074708,1.970913553237915,0.8784885351286821,0.8493797104568219,0.8915625378293677,0.889838639532642,0.8812340760015178,0.8804277118230606,24.9494173080514,0.6796501457701055,0.01522088362291658,COMPLETE
16,16,0.8786674260052474,2024-05-22 11:38:47.966733,2024-05-22 11:49:09.697221,0 days 00:10:21.730488,gbdt,0.3,140,6,122.85917344093323,1.3887035846710205,0.8786674260052474,0.8493797104568219,0.8915625378293677,0.889838639532642,0.8812340760015178,0.8813221662058871,30.506226147952464,0.15532671102031606,0.015247855851974341,COMPLETE
17,17,0.8793057411784462,2024-05-22 11:38:47.972059,2024-05-22 11:49:47.728847,0 days 00:10:59.756788,dart,0.5,60,16,130.54362783432006,1.313673448562622,0.8793057411784462,0.8493797104568219,0.8915625378293677,0.889838639532642,0.8812340760015178,0.8845137420718816,24.765275456718825,0.23688484474452454,0.015411554594714673,COMPLETE
18,18,0.8784885351286821,2024-05-22 11:38:48.016934,2024-05-22 11:49:55.374384,0 days 00:11:07.357450,gbdt,0.5,180,8,131.659485912323,1.712679386138916,0.8784885351286821,0.8493797104568219,0.8915625378293677,0.889838639532642,0.8812340760015178,0.8804277118230606,24.01839577661932,0.6045090089229428,0.01522088362291658,COMPLETE
19,19,0.8786674260052474,2024-05-22 11:38:48.029528,2024-05-22 11:48:37.121825,0 days 00:09:49.092297,gbdt,0.5,100,16,116.11958003044128,1.6020378589630127,0.8786674260052474,0.8493797104568219,0.8915625378293677,0.889838639532642,0.8812340760015178,0.8813221662058871,29.30041840256685,0.5571192872221822,0.015247855851974341,COMPLETE
20,20,0.8831159150926592,2024-05-22 11:48:30.006103,2024-05-22 11:57:18.413478,0 days 00:08:48.407375,dart,0.5,180,12,104.54314851760864,1.0915316104888917,0.8831159150926592,0.8533072394761501,0.8757336095157393,0.901932828493416,0.8991773730145822,0.8854285249634086,12.554703828686865,0.04933360104621779,0.017666071451032137,COMPLETE
21,21,0.7051124416179496,2024-05-22 11:48:37.131162,2024-05-22 11:57:21.696566,0 days 00:08:44.565404,gbdt,0.1,140,14,103.77745442390442,1.0932682991027831,0.7051124416179496,0.8487183970660103,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,12.669786271164513,0.1289409119263034,0.3530771221665801,COMPLETE
22,22,0.7060302100999775,2024-05-22 11:48:43.971003,2024-05-22 11:57:28.248565,0 days 00:08:44.277562,gbdt,0.5,140,12,103.86154751777649,0.9573240280151367,0.7060302100999775,0.8533072394761501,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,10.993000908951059,0.0843190596449056,0.3534549722848216,COMPLETE
23,23,0.7060302100999775,2024-05-22 11:48:49.809930,2024-05-22 11:57:31.274363,0 days 00:08:41.464433,gbdt,0.5,60,12,103.23817081451416,1.017784023284912,0.7060302100999775,0.8533072394761501,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,11.746426918638491,0.07567078964893233,0.3534549722848216,COMPLETE
24,24,0.7045730788998843,2024-05-22 11:48:56.031627,2024-05-22 11:57:37.776683,0 days 00:08:41.745056,dart,0.5,180,10,103.17361555099487,1.1435755252838136,0.7045730788998843,0.8460215834756839,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,11.35767274971013,0.34540573817605547,0.35285932954802113,COMPLETE
25,25,0.8822987090428951,2024-05-22 11:49:02.873959,2024-05-22 11:57:40.743558,0 days 00:08:37.869599,dart,0.3,60,12,102.36598057746887,1.1677658557891846,0.8822987090428951,0.8533072394761501,0.8757336095157393,0.901932828493416,0.8991773730145822,0.8813424947145878,10.824041595178278,0.49723976136516673,0.01763467113018601,COMPLETE
26,26,0.7051124416179496,2024-05-22 11:49:09.698526,2024-05-22 11:57:47.460744,0 days 00:08:37.762218,dart,0.1,140,14,102.28517398834228,1.2241573333740234,0.7051124416179496,0.8487183970660103,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,10.194848955356798,0.3517844448827775,0.3530771221665801,COMPLETE
27,27,0.5353687622047476,2024-05-22 11:49:16.919311,2024-05-22 11:57:52.824516,0 days 00:08:35.905205,gbdt,0.3,60,8,101.87418975830079,1.272763729095459,0.5353687622047476,0.0,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,9.498004397025404,0.5186546419637291,0.43722158509565534,COMPLETE
28,28,0.5353687622047476,2024-05-22 11:49:22.749658,2024-05-22 11:57:57.224385,0 days 00:08:34.474727,dart,0.3,60,4,101.92742295265198,0.9285495281219482,0.5353687622047476,0.0,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,9.135274237003463,0.1775603012170904,0.43722158509565534,COMPLETE
29,29,0.881518899297357,2024-05-22 11:49:28.282679,2024-05-22 11:58:01.431674,0 days 00:08:33.148995,gbdt,0.1,60,16,101.42096209526062,1.1684467315673828,0.881518899297357,0.845322160499639,0.8757336095157393,0.901932828493416,0.8991773730145822,0.8854285249634086,8.313732733069083,0.09466595434228622,0.020432860052081826,COMPLETE
30,30,0.7044331943046753,2024-05-22 11:49:37.228692,2024-05-22 11:58:06.412683,0 days 00:08:29.183991,gbdt,0.3,100,16,100.79381251335144,1.008528470993042,0.7044331943046753,0.845322160499639,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,7.935580241644734,0.12082452109937211,0.3528033613590833,COMPLETE
31,31,0.7116372611476651,2024-05-22 11:49:42.559876,2024-05-22 11:58:10.628725,0 days 00:08:28.068849,gbdt,0.1,60,6,100.64843125343323,0.9279658794403076,0.7116372611476651,0.0,0.8757336095157393,0.901932828493416,0.8991773730145822,0.8813424947145878,7.965334806732277,0.1223505147238405,0.3559603252644843,COMPLETE
32,32,0.7044331943046753,2024-05-22 11:49:47.730172,2024-05-22 11:58:16.246077,0 days 00:08:28.515905,dart,0.5,60,16,100.40839581489563,1.2577959537506103,0.7044331943046753,0.845322160499639,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,7.999765121770173,0.44692091629830005,0.3528033613590833,COMPLETE
33,33,0.7044331943046753,2024-05-22 11:49:55.382483,2024-05-22 11:58:20.976671,0 days 00:08:25.594188,dart,0.1,180,16,99.85664391517639,1.2275886058807373,0.7044331943046753,0.845322160499639,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,6.459952868969177,0.34084804973959426,0.3528033613590833,COMPLETE
34,34,0.5353687622047476,2024-05-22 11:50:02.935708,2024-05-22 11:58:25.836207,0 days 00:08:22.900499,dart,0.5,140,8,99.57126984596252,0.9713525772094727,0.5353687622047476,0.0,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,6.736452249192943,0.15653433860693303,0.43722158509565534,COMPLETE
35,35,0.7045730788998843,2024-05-22 11:50:07.965346,2024-05-22 11:58:30.936614,0 days 00:08:22.971268,gbdt,0.5,180,10,99.39740800857544,1.1620064735412599,0.7045730788998843,0.8460215834756839,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,5.133196471213395,0.14376525966461526,0.35285932954802113,COMPLETE
36,36,0.7124544671974293,2024-05-22 11:50:15.287117,2024-05-22 11:58:40.442181,0 days 00:08:25.155064,gbdt,0.3,180,4,99.96025214195251,1.031846809387207,0.7124544671974293,0.0,0.8757336095157393,0.901932828493416,0.8991773730145822,0.8854285249634086,6.703422302920489,0.10962356780908578,0.3563534660311354,COMPLETE
37,37,0.880722317258425,2024-05-22 11:50:20.151666,2024-05-22 11:58:35.348005,0 days 00:08:15.196339,gbdt,0.5,100,10,98.07463011741638,0.9337317466735839,0.880722317258425,0.8460215834756839,0.8757336095157393,0.901932828493416,0.8991773730145822,0.8807461917927034,3.7553912860589747,0.16456242945461846,0.020097281257963936,COMPLETE
38,38,0.881518899297357,2024-05-22 11:50:28.867435,2024-05-22 11:58:44.953945,0 days 00:08:16.086510,gbdt,0.5,180,16,98.13397498130799,1.036469078063965,0.881518899297357,0.845322160499639,0.8757336095157393,0.901932828493416,0.8991773730145822,0.8854285249634086,3.292838306689036,0.08648655309796674,0.020432860052081826,COMPLETE
39,39,0.7045730788998843,2024-05-22 11:50:36.062110,2024-05-22 11:58:49.852775,0 days 00:08:13.790665,dart,0.5,60,10,97.43559374809266,1.2790362358093261,0.7045730788998843,0.8460215834756839,0.8757336095157393,0.901932828493416,0.8991773730145822,0.0,2.9515464207072344,0.4685033577312854,0.35285932954802113,COMPLETE
40,40,0.8730113725523762,2024-05-22 11:57:18.414839,2024-05-22 12:04:25.624666,0 days 00:07:07.209827,dart,0.5,180,12,84.60593013763427,0.7920273780822754,0.8730113725523762,0.8530090880152079,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.8702092481162249,13.972065286386306,0.05166319764085822,0.015199261656439273,COMPLETE
41,41,0.6989695229291313,2024-05-22 11:57:21.698102,2024-05-22 12:04:28.384692,0 days 00:07:06.686590,dart,0.5,100,12,84.47367296218872,0.8232364654541016,0.6989695229291313,0.8530090880152079,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,13.646629015802663,0.1423431319483965,0.349812311212036,COMPLETE
42,42,0.6973128768416406,2024-05-22 11:57:28.249830,2024-05-22 12:04:31.620496,0 days 00:07:03.370666,dart,0.5,180,16,83.82828035354615,0.8081626892089844,0.6973128768416406,0.8447258575777548,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,13.638228954139837,0.07735490163622892,0.34909776982230334,COMPLETE
43,43,0.869682918061131,2024-05-22 11:57:31.283626,2024-05-22 12:04:36.841273,0 days 00:07:05.557647,gbdt,0.5,180,12,84.33123002052307,0.7473591804504395,0.869682918061131,0.8530090880152079,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.8535669756599988,13.008654820324267,0.0827604342577003,0.017146004765867133,COMPLETE
44,44,0.6989695229291313,2024-05-22 11:57:37.779657,2024-05-22 12:04:39.745033,0 days 00:07:01.965376,dart,0.5,60,4,83.36362581253051,0.996616792678833,0.6989695229291313,0.8530090880152079,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,12.461667089029712,0.3983963301413982,0.349812311212036,COMPLETE
45,45,0.6989695229291313,2024-05-22 11:57:40.744990,2024-05-22 12:04:41.938636,0 days 00:07:01.193646,dart,0.3,60,12,83.21730751991272,0.981226921081543,0.6989695229291313,0.8530090880152079,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,13.157684506613533,0.29621695806957665,0.349812311212036,COMPLETE
46,46,0.6989695229291313,2024-05-22 11:57:47.462190,2024-05-22 12:04:47.996830,0 days 00:07:00.534640,dart,0.3,180,12,83.09654569625854,0.9764754772186279,0.6989695229291313,0.8530090880152079,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,12.136943903698567,0.40896096262539733,0.349812311212036,COMPLETE
47,47,0.8730113725523762,2024-05-22 11:57:52.827497,2024-05-22 12:04:50.033141,0 days 00:06:57.205644,dart,0.1,60,12,82.53966732025147,0.868479871749878,0.8730113725523762,0.8530090880152079,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.8702092481162249,11.997479309721495,0.09420812769859913,0.015199261656439273,COMPLETE
48,48,0.6994335631728533,2024-05-22 11:57:57.239672,2024-05-22 12:04:53.884881,0 days 00:06:56.645209,dart,0.3,100,10,82.2855969429016,1.0035987854003907,0.6994335631728533,0.855329289233818,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,11.608413867829347,0.43004864854892705,0.35001782172276347,COMPLETE
49,49,0.6973128768416406,2024-05-22 11:58:01.440728,2024-05-22 12:04:58.849674,0 days 00:06:57.408946,gbdt,0.1,140,16,82.68512048721314,0.7649280548095703,0.6973128768416406,0.8447258575777548,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,12.141172445396641,0.09065435405560265,0.34909776982230334,COMPLETE
50,50,0.5283677053260897,2024-05-22 11:58:06.414019,2024-05-22 12:05:01.529009,0 days 00:06:55.114990,gbdt,0.1,60,4,82.30018486976624,0.6865280628204345,0.5283677053260897,0.0,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,13.106878816662382,0.09769159421750809,0.4315434093812797,COMPLETE
51,51,0.6989695229291313,2024-05-22 11:58:10.630092,2024-05-22 12:05:04.304552,0 days 00:06:53.674460,gbdt,0.3,60,12,81.46553506851197,1.229364776611328,0.6989695229291313,0.8530090880152079,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,11.6998842842838,0.454021992206716,0.349812311212036,COMPLETE
52,52,0.6973128768416406,2024-05-22 11:58:16.259661,2024-05-22 12:05:09.346519,0 days 00:06:53.086858,dart,0.3,60,16,81.79755578041076,0.7811827659606934,0.6973128768416406,0.8447258575777548,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,12.23282796410141,0.041394106120227245,0.34909776982230334,COMPLETE
53,53,0.6989695229291313,2024-05-22 11:58:20.977869,2024-05-22 12:05:13.741856,0 days 00:06:52.763987,dart,0.3,140,12,81.71264643669129,0.7984887599945069,0.6989695229291313,0.8530090880152079,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,11.876425814999529,0.04703792498256548,0.349812311212036,COMPLETE
54,54,0.6973128768416406,2024-05-22 11:58:25.845422,2024-05-22 12:05:16.936507,0 days 00:06:51.091085,dart,0.1,100,16,81.28080577850342,0.8870871067047119,0.6973128768416406,0.8447258575777548,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,12.627562469627453,0.09411606916823363,0.34909776982230334,COMPLETE
55,55,0.6957571090680026,2024-05-22 11:58:30.938045,2024-05-22 12:05:19.220412,0 days 00:06:48.282367,dart,0.1,60,8,80.81287407875061,0.8007718563079834,0.6957571090680026,0.8369470187095646,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,12.865660245369135,0.11825942625411417,0.3484540914075734,COMPLETE
56,56,0.6994335631728533,2024-05-22 11:58:35.351733,2024-05-22 12:05:24.883177,0 days 00:06:49.531444,gbdt,0.5,100,10,81.01544241905212,0.8488234043121338,0.6994335631728533,0.855329289233818,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,12.707422662891123,0.04452133103090512,0.35001782172276347,COMPLETE
57,57,0.6994335631728533,2024-05-22 11:58:40.443423,2024-05-22 12:05:27.283106,0 days 00:06:46.839683,gbdt,0.5,60,10,80.34638891220092,0.9854674816131592,0.6994335631728533,0.855329289233818,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,12.470545889330397,0.36075723788732017,0.35001782172276347,COMPLETE
58,58,0.6973128768416406,2024-05-22 11:58:44.955279,2024-05-22 12:05:29.540792,0 days 00:06:44.585513,gbdt,0.5,180,16,79.55866885185242,1.319016122817993,0.6973128768416406,0.8447258575777548,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,14.021038413525803,0.5377129586156426,0.34909776982230334,COMPLETE
59,59,0.8670999033606133,2024-05-22 11:58:49.854075,2024-05-22 12:05:36.224685,0 days 00:06:46.370610,dart,0.5,180,6,80.46088681221008,0.7705485343933105,0.8670999033606133,0.8234517420563932,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.8702092481162249,13.516103435721645,0.055170836902179894,0.024643157357251304,COMPLETE
60,60,0.8728454837695964,2024-05-22 12:04:25.626134,2024-05-22 12:11:08.084202,0 days 00:06:42.458068,gbdt,0.1,100,10,79.23413496017456,1.2173345565795899,0.8728454837695964,0.8521796441013088,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.8702092481162249,12.90052976225189,0.39785469334840173,0.015419595990922954,COMPLETE
61,61,0.8695170292783512,2024-05-22 12:04:28.386400,2024-05-22 12:11:14.385351,0 days 00:06:45.998951,gbdt,0.5,100,14,80.3830325126648,0.7818809509277344,0.8695170292783512,0.8521796441013088,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.8535669756599988,13.184031263901883,0.05940825072797985,0.017309753277425392,COMPLETE
62,62,0.6973128768416406,2024-05-22 12:04:31.627821,2024-05-22 12:11:17.928558,0 days 00:06:46.300737,gbdt,0.5,100,4,80.16077971458435,1.0559354305267334,0.6973128768416406,0.8447258575777548,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,10.599161184904279,0.4711519199966031,0.34909776982230334,COMPLETE
63,63,0.6973128768416406,2024-05-22 12:04:36.842440,2024-05-22 12:11:20.165440,0 days 00:06:43.323000,gbdt,0.1,180,16,79.54688901901245,1.0737274646759034,0.6973128768416406,0.8447258575777548,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,11.313183541577096,0.40775030869869616,0.34909776982230334,COMPLETE
64,64,0.6988036341463514,2024-05-22 12:04:39.759681,2024-05-22 12:11:24.817914,0 days 00:06:45.058233,gbdt,0.5,60,16,80.16207318305969,0.8149353981018066,0.6988036341463514,0.8521796441013088,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,11.583973901204793,0.05793240149278309,0.3497394119626142,COMPLETE
65,65,0.6988036341463514,2024-05-22 12:04:41.940031,2024-05-22 12:11:30.316572,0 days 00:06:48.376541,dart,0.3,60,14,80.79001393318177,0.8426082134246826,0.6988036341463514,0.8521796441013088,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,9.604298863490511,0.0522488957879584,0.3497394119626142,COMPLETE
66,66,0.6957571090680026,2024-05-22 12:04:47.999351,2024-05-22 12:11:33.241274,0 days 00:06:45.241923,gbdt,0.5,180,6,79.88675918579102,1.1161920070648192,0.6957571090680026,0.8369470187095646,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,8.69853613376117,0.4296671095915873,0.3484540914075734,COMPLETE
67,67,0.6957571090680026,2024-05-22 12:04:50.047788,2024-05-22 12:11:35.047747,0 days 00:06:44.999959,gbdt,0.1,60,8,79.88231453895568,1.0881881237030029,0.6957571090680026,0.8369470187095646,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,8.33742534871741,0.5095078539284962,0.3484540914075734,COMPLETE
68,68,0.6973128768416406,2024-05-22 12:04:53.886167,2024-05-22 12:11:41.072484,0 days 00:06:47.186317,gbdt,0.3,180,16,80.53559160232544,0.8600910663604736,0.6973128768416406,0.8447258575777548,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,9.588686613994277,0.07391006068946636,0.34909776982230334,COMPLETE
69,69,0.869682918061131,2024-05-22 12:04:58.862246,2024-05-22 12:11:43.467721,0 days 00:06:44.605475,dart,0.1,180,12,80.03599457740783,0.8398366451263428,0.869682918061131,0.8530090880152079,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.8535669756599988,7.912982167981051,0.0734325259344126,0.017146004765867133,COMPLETE
70,70,0.6994335631728533,2024-05-22 12:05:01.533133,2024-05-22 12:11:45.829403,0 days 00:06:44.296270,dart,0.5,180,14,79.63284573554992,1.176510763168335,0.6994335631728533,0.855329289233818,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,8.00668614199207,0.5052959514278037,0.35001782172276347,COMPLETE
71,71,0.6994335631728533,2024-05-22 12:05:04.305703,2024-05-22 12:11:50.956589,0 days 00:06:46.650886,dart,0.5,100,10,80.48313646316528,0.8013657569885254,0.6994335631728533,0.855329289233818,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,9.681148814989578,0.0530320730457657,0.35001782172276347,COMPLETE
72,72,0.6973128768416406,2024-05-22 12:05:09.347843,2024-05-22 12:11:55.663899,0 days 00:06:46.316056,dart,0.1,60,16,80.36432247161865,0.8535884857177735,0.6973128768416406,0.8447258575777548,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,8.617084399691928,0.12468835791032629,0.34909776982230334,COMPLETE
73,73,0.8713547264648855,2024-05-22 12:05:13.743657,2024-05-22 12:11:57.284800,0 days 00:06:43.541143,dart,0.5,140,12,79.30012230873108,1.3607610702514648,0.8713547264648855,0.8447258575777548,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.8702092481162249,9.144623275890527,0.5584997695982277,0.01755758732788892,COMPLETE
74,74,0.6973128768416406,2024-05-22 12:05:16.943720,2024-05-22 12:12:01.844561,0 days 00:06:44.900841,dart,0.5,140,16,80.175461435318,0.7668770313262939,0.6973128768416406,0.8447258575777548,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,10.076187012509397,0.06439790389388808,0.34909776982230334,COMPLETE
75,75,0.6973128768416406,2024-05-22 12:05:19.221678,2024-05-22 12:12:06.692490,0 days 00:06:47.470812,gbdt,0.1,60,16,80.44269127845764,1.0158041954040526,0.6973128768416406,0.8447258575777548,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,11.290578605777906,0.345004598877355,0.34909776982230334,COMPLETE
76,76,0.6994335631728533,2024-05-22 12:05:24.884683,2024-05-22 12:12:09.415954,0 days 00:06:44.531271,gbdt,0.3,100,10,80.07788891792298,0.7912086963653564,0.6994335631728533,0.855329289233818,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,11.930118539188824,0.10308492837560447,0.35001782172276347,COMPLETE
77,77,0.6989695229291313,2024-05-22 12:05:27.294564,2024-05-22 12:12:13.161401,0 days 00:06:45.866837,dart,0.3,100,12,80.32704968452454,0.8019497871398926,0.6989695229291313,0.8530090880152079,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,12.336727325943869,0.14501650139486078,0.349812311212036,COMPLETE
78,78,0.6930580537373683,2024-05-22 12:05:29.542157,2024-05-22 12:12:18.335971,0 days 00:06:48.793814,gbdt,0.5,100,6,80.96387071609497,0.7567263603210449,0.6930580537373683,0.8234517420563932,0.8665290238117656,0.8759017400388269,0.8994077627798558,0.0,14.820225942146083,0.047253153034763525,0.3474006831612298,COMPLETE
